as_of,machineID,component,risk_rise_from_days,risk_rise_to_days,risk_rise_mid_days,decision_horizon_days,p_at_decision_horizon,model_version,calibrated
2015-10-26,45,comp4,7.559004582793416,12.306712993431884,9.76678248357971,24,0.03906079015993239,fp_v1,False
2015-10-26,46,comp1,18.648498434040146,36.84607033561481,29.72034885404648,8,0.0030527555524752456,fp_v1,False
2015-10-26,46,comp2,9.126984841511478,12.78174621037787,10.954365525944674,42,0.41427294857399216,fp_v1,False
2015-10-26,46,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,46,comp4,7.598018570775949,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,47,comp1,9.42915215167245,13.982535101062417,11.705843626367432,8,0.003442831752098704,fp_v1,False
2015-10-26,47,comp2,21.0335735306044,28.5751943853438,25.399338227917607,42,0.20820849572728717,fp_v1,False
2015-10-26,47,comp3,11.978280813740945,38.83316147343338,26.89789606853578,16,0.19105792628547316,fp_v1,False
2015-10-26,47,comp4,7.598088078185377,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,48,comp1,18.449966820285272,34.929412399076995,27.143877722102655,8,0.0030490974389987754,fp_v1,False
2015-10-26,48,comp2,12.582387515329566,38.349476968979104,22.703810508156174,42,0.48772545023965247,fp_v1,False
2015-10-26,48,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,48,comp4,7.596856699728752,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,49,comp1,9.049265764702534,29.37202562383614,21.04263513758736,8,0.03515764043159478,fp_v1,False
2015-10-26,49,comp2,10.320568021875696,36.87839970516661,18.73158959075249,42,0.3981967826876725,fp_v1,False
2015-10-26,49,comp3,15.611297424180513,33.086031019898364,28.01231410667032,16,0.08685316841922648,fp_v1,False
2015-10-26,49,comp4,9.743949891230068,32.65820040106049,29.145501002651223,24,0.03906079015993239,fp_v1,False
2015-10-26,50,comp1,17.186898621071222,23.391173109263065,19.593467782978113,8,0.005681759873677454,fp_v1,False
2015-10-26,50,comp2,16.19604480971379,30.00970354196932,22.239721126512393,42,0.2332754674549613,fp_v1,False
2015-10-26,50,comp3,2.9526747221205643,15.239332055824816,14.098330139562039,16,0.04396018613921383,fp_v1,False
2015-10-26,50,comp4,7.586886438087319,12.320881620190017,9.80220405047504,24,0.03981551352761152,fp_v1,False
2015-10-26,51,comp1,5.584905510541452,25.73332560781798,20.96120138484464,8,0.10079389173929289,fp_v1,False
2015-10-26,51,comp2,7.866115520121387,37.555360779517464,20.979174529621762,42,0.4546838358245919,fp_v1,False
2015-10-26,51,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-26,51,comp4,13.472286353325329,39.50982810565386,35.77457026413464,24,0.03906079015993239,fp_v1,False
2015-10-26,52,comp1,4.114478905539644,13.471415581911291,9.901069076206737,8,0.07809121060930192,fp_v1,False
2015-10-26,52,comp2,14.161297003400032,33.88901016599359,25.179029473026908,42,0.2666431311548555,fp_v1,False
2015-10-26,52,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,52,comp4,1.4,5.6,3.4999999999999996,24,0.36594763640862366,fp_v1,False
2015-10-26,53,comp1,18.666323314635026,36.84607033561481,29.72034885404648,8,0.0030390063674777547,fp_v1,False
2015-10-26,53,comp2,11.64607497899669,37.97774956600037,16.517377918828284,42,0.46192540218460515,fp_v1,False
2015-10-26,53,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-26,53,comp4,7.633483649591944,12.348521510974878,9.871303777437195,24,0.04178134822786779,fp_v1,False
2015-10-26,54,comp1,16.447538923056772,34.41099805950954,25.284058801256656,8,0.02162986890644528,fp_v1,False
2015-10-26,54,comp2,14.72169545024814,30.277885284898588,20.117513059713087,42,0.2532296151192159,fp_v1,False
2015-10-26,54,comp3,11.884041833197132,38.33587691042348,31.696167005294857,16,0.17940028231996608,fp_v1,False
2015-10-26,54,comp4,7.598321350048072,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,55,comp1,7.919496347209085,22.714255980461957,20.05587756056017,8,0.06473071371746089,fp_v1,False
2015-10-26,55,comp2,21.51164542260956,37.37247127200823,24.003149390557056,42,0.2985227635725724,fp_v1,False
2015-10-26,55,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,55,comp4,8.38765995324052,22.2206216043907,16.599480527868185,24,0.29701021485054885,fp_v1,False
2015-10-26,56,comp1,6.175316741345912,21.094922378981938,14.531802072130544,8,0.054487610979632235,fp_v1,False
2015-10-26,56,comp2,2.3760709650850766,13.05700049874755,5.940177412712691,42,0.43451355005109155,fp_v1,False
2015-10-26,56,comp3,19.738813555445823,34.696696366625545,30.033693612310284,16,0.061081083923694976,fp_v1,False
2015-10-26,56,comp4,7.598321350048072,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,57,comp1,11.5510338789787,26.85181203282058,14.834939321912868,8,0.004672669467100685,fp_v1,False
2015-10-26,57,comp2,10.04787609358575,26.130447070827216,13.784337379203343,42,0.24914012995562693,fp_v1,False
2015-10-26,57,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,57,comp4,7.59244188228497,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,58,comp1,18.86899808812151,37.58535376376254,30.7411376501884,8,0.007918886842109158,fp_v1,False
2015-10-26,58,comp2,3.693691228780939,39.6958668786999,36.239667196749764,42,0.7029098602953158,fp_v1,False
2015-10-26,58,comp3,17.525702033504512,36.23865635495824,23.084325705264988,16,0.04400794510504744,fp_v1,False
2015-10-26,58,comp4,7.587546366171394,12.337357203716827,9.843393009292065,24,0.0399431263356557,fp_v1,False
2015-10-26,59,comp1,18.623551894095076,36.84607033561481,29.72034885404648,8,0.0034231334140195596,fp_v1,False
2015-10-26,59,comp2,21.009670138100226,29.096006076214383,22.73910083393316,42,0.20820849572728717,fp_v1,False
2015-10-26,59,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,59,comp4,21.885876695217263,26.846208047712032,23.79922412197272,24,0.3420329550356278,fp_v1,False
2015-10-26,60,comp1,14.177387606648677,22.630302334709906,15.788945378090638,8,0.04148763403801688,fp_v1,False
2015-10-26,60,comp2,13.074757607912435,28.473345150422567,21.632138529339883,42,0.2167401418441932,fp_v1,False
2015-10-26,60,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-26,60,comp4,7.5937050117760005,12.318741598460015,9.796853996150038,24,0.03899099125950649,fp_v1,False
2015-10-26,61,comp1,18.666323314635026,36.84607033561481,29.72034885404648,8,0.0030390063674777547,fp_v1,False
2015-10-26,61,comp2,14.173924092159668,28.714995302509706,15.88992503269027,42,0.2167401418441932,fp_v1,False
2015-10-26,61,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,61,comp4,7.630524634786795,12.350186195345833,9.87546548836458,24,0.041742196899881,fp_v1,False
2015-10-26,62,comp1,18.64201039770872,36.84607033561481,29.72034885404648,8,0.003055097005419557,fp_v1,False
2015-10-26,62,comp2,22.993777313936846,37.36586670579223,27.613867369092027,42,0.29833832882360833,fp_v1,False
2015-10-26,62,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,62,comp4,28.159701967061675,34.830081633683065,31.49489180037237,24,0.12239308916888979,fp_v1,False
2015-10-26,63,comp1,18.64408871568307,35.00499983904262,29.250292858389862,8,0.00304686126031677,fp_v1,False
2015-10-26,63,comp2,15.045863744337193,36.96927717400359,19.63482936573771,42,0.47339049465413313,fp_v1,False
2015-10-26,63,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,63,comp4,7.9085930304433445,36.50651492398256,11.233454022458439,24,0.03906079015993239,fp_v1,False
2015-10-26,64,comp1,2.885910918860244,21.47938665463383,7.050560705824183,8,0.1700120466301258,fp_v1,False
2015-10-26,64,comp2,21.014334400568856,28.5751943853438,23.57793298553277,42,0.20820849572728717,fp_v1,False
2015-10-26,64,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-26,64,comp4,4.75879589620875,23.46904879341282,22.004630010415937,24,0.42409583854440597,fp_v1,False
2015-10-26,65,comp1,16.868903620851903,34.27616343964013,24.00279509852006,8,0.02877645446075861,fp_v1,False
2015-10-26,65,comp2,8.189134188065163,19.758846214992133,12.968015899307138,42,0.7739442857712996,fp_v1,False
2015-10-26,65,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,65,comp4,16.909281328457947,32.379813464335946,28.449533660839865,24,0.13450964995970444,fp_v1,False
2015-10-26,66,comp1,18.69811175767028,36.469894033099784,29.22389904273961,8,0.0030390063674777547,fp_v1,False
2015-10-26,66,comp2,6.713787903611876,38.36592041311548,18.743658120142992,42,0.5790301029547403,fp_v1,False
2015-10-26,66,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-26,66,comp4,7.596856699728752,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,67,comp1,17.836705261061333,33.82046920235253,25.047394365935634,8,0.004905022100479358,fp_v1,False
2015-10-26,67,comp2,16.900353237094766,31.948354441912077,25.684587822473645,42,0.2934726115144024,fp_v1,False
2015-10-26,67,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-26,67,comp4,4.10880406044531,34.74612856355783,21.157606822765434,24,0.35662193413071785,fp_v1,False
2015-10-26,68,comp1,6.616489472159923,35.58341709611011,26.53979733976282,8,0.05443810465310923,fp_v1,False
2015-10-26,68,comp2,16.084436352243248,29.67000428413985,22.89258032799914,42,0.2167401418441932,fp_v1,False
2015-10-26,68,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,68,comp4,7.573549370984509,12.308690884828803,9.771727212072008,24,0.03899099125950649,fp_v1,False
2015-10-26,69,comp1,18.86687275018385,35.35807127475512,22.109408550825364,8,0.0031562263949854604,fp_v1,False
2015-10-26,69,comp2,14.20077280453645,28.81381183860658,23.460306144447976,42,0.2167401418441932,fp_v1,False
2015-10-26,69,comp3,4.0148877202263025,17.40363582306191,9.10182188268204,16,0.1327675217799882,fp_v1,False
2015-10-26,69,comp4,35.497220605184744,40.374305151296184,37.93576287824047,24,0.03906079015993239,fp_v1,False
2015-10-26,70,comp1,14.773313912463534,36.59557059727604,17.16223951735995,8,0.006762365457837908,fp_v1,False
2015-10-26,70,comp2,15.73344885278816,38.330375789596324,28.406006898001625,42,0.49990365219452826,fp_v1,False
2015-10-26,70,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,70,comp4,7.5439735145581786,12.319721009151063,9.799302522877657,24,0.03977703273808584,fp_v1,False
2015-10-26,71,comp1,15.815809953485909,29.61608113493787,19.73058944104108,8,0.005396001289164569,fp_v1,False
2015-10-26,71,comp2,11.678072473993902,39.30599826350713,35.264995658767816,42,0.619122932529406,fp_v1,False
2015-10-26,71,comp3,7.678427554616286,39.483022081432225,35.707555203580554,16,0.04400794510504744,fp_v1,False
2015-10-26,71,comp4,24.28827662311612,27.07206915577903,25.680172889447572,24,0.03906079015993239,fp_v1,False
2015-10-26,72,comp1,18.779750580062824,37.95909804438995,29.672243910512016,8,0.0030490974389987754,fp_v1,False
2015-10-26,72,comp2,10.70759465886389,37.145216336632835,18.272453580750494,42,0.6966421478527414,fp_v1,False
2015-10-26,72,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,72,comp4,7.853575175035507,12.456987622421915,10.142469056054786,24,0.0509963106087383,fp_v1,False
2015-10-26,73,comp1,2.539677901525621,22.29563147307032,6.349194753814052,8,0.24451895232944165,fp_v1,False
2015-10-26,73,comp2,17.075141806323085,32.12804442124063,27.118801925931848,42,0.3177172055452611,fp_v1,False
2015-10-26,73,comp3,17.899945640467426,32.06677016872486,22.663881971338405,16,0.04400794510504744,fp_v1,False
2015-10-26,73,comp4,10.726030130280655,34.0761634450302,30.225086431308764,24,0.03932108667875842,fp_v1,False
2015-10-26,74,comp1,18.31823645875925,34.03507519859659,25.8799780179046,8,0.0031501546587086745,fp_v1,False
2015-10-26,74,comp2,15.86794896978239,27.90997553984579,25.313633488030398,42,0.20820849572728717,fp_v1,False
2015-10-26,74,comp3,3.334596286068942,15.239193516856652,14.097983792141632,16,0.04400422722457172,fp_v1,False
2015-10-26,74,comp4,7.59702904657906,12.323816285809045,9.80954071452261,24,0.040249763904422815,fp_v1,False
2015-10-26,75,comp1,10.904557295238698,24.823015331637222,17.32789892732313,8,0.004567423164728524,fp_v1,False
2015-10-26,75,comp2,21.01425051115683,29.096006076214383,23.56284611242948,42,0.20820849572728717,fp_v1,False
2015-10-26,75,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,75,comp4,17.1057844261989,31.3554306887073,23.497367558334556,24,0.32757302817628337,fp_v1,False
2015-10-26,76,comp1,18.6409802757331,37.66582501681539,31.14230739653134,8,0.004805722988883691,fp_v1,False
2015-10-26,76,comp2,14.512945955298786,39.4589670532798,35.647417633199495,42,0.7093735842465982,fp_v1,False
2015-10-26,76,comp3,14.550698641092819,32.6553643368826,29.138410842206486,16,0.04400794510504744,fp_v1,False
2015-10-26,76,comp4,7.593746001516761,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-26,77,comp1,10.954521302268027,21.089217607254998,14.558401746232363,8,0.0053529120480256525,fp_v1,False
2015-10-26,77,comp2,21.03789598098021,29.096006076214383,25.56461927552155,42,0.20820849572728717,fp_v1,False
2015-10-26,77,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-26,77,comp4,7.862961765649956,12.45370771388587,10.134269284714673,24,0.06304930114961821,fp_v1,False
2015-10-26,78,comp1,19.159862451144875,23.22489783656278,21.886146418049023,8,0.004542876463367084,fp_v1,False
2015-10-26,78,comp2,7.532968841189039,12.519694770667112,9.61939228931345,42,0.5415697862099204,fp_v1,False
2015-10-26,78,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,78,comp4,13.920937027305534,26.276376002891446,23.380282878122504,24,0.352240912744026,fp_v1,False
2015-10-26,79,comp1,14.442682182970819,22.881087942809305,21.202719857023258,8,0.07401371789407175,fp_v1,False
2015-10-26,79,comp2,4.445751948693611,12.820928871346494,7.677678605115092,42,0.27776004683763983,fp_v1,False
2015-10-26,79,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,79,comp4,11.935326411330436,31.048594958106264,19.087597478465913,24,0.09599315499551457,fp_v1,False
2015-10-26,80,comp1,16.229528966066134,32.954102112807895,20.443700292364788,8,0.02044527679881527,fp_v1,False
2015-10-26,80,comp2,7.922829704615499,29.013290254956207,16.225068771656755,42,0.22344158642144477,fp_v1,False
2015-10-26,80,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,80,comp4,7.5937050117760005,12.318741598460015,9.796853996150038,24,0.03899099125950649,fp_v1,False
2015-10-26,81,comp1,18.980153547791154,32.76113722890146,29.392071941245263,8,0.006767024412872849,fp_v1,False
2015-10-26,81,comp2,17.146084107226507,31.54993306542843,23.14465959400266,42,0.26724918311901563,fp_v1,False
2015-10-26,81,comp3,2.9526747221205643,15.239332055824816,14.098330139562039,16,0.04396018613921383,fp_v1,False
2015-10-26,81,comp4,7.585813687115566,12.320881620190017,9.80220405047504,24,0.03981551352761152,fp_v1,False
2015-10-26,82,comp1,19.26761274121557,33.82884118828757,28.876534395108447,8,0.0033295397445476816,fp_v1,False
2015-10-26,82,comp2,14.197433509848633,25.390282488689,16.58295739253706,42,0.2660898406554625,fp_v1,False
2015-10-26,82,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,82,comp4,7.534919339016223,12.304481265098293,9.761203162745735,24,0.04095692392821741,fp_v1,False
2015-10-26,83,comp1,18.666323314635026,32.86020520807625,28.965922915077826,8,0.0030390063674777547,fp_v1,False
2015-10-26,83,comp2,3.7979800814082707,38.84789989314409,19.508511596793507,42,0.5626038258911342,fp_v1,False
2015-10-26,83,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,83,comp4,16.82566568263116,36.48387938236827,28.27401540764275,24,0.2905995126392306,fp_v1,False
2015-10-26,84,comp1,18.643084693340676,34.11925258037232,26.301692242651505,8,0.004828336364085904,fp_v1,False
2015-10-26,84,comp2,3.5037699219046785,34.275152310887066,24.676780841139347,42,0.3707615239906412,fp_v1,False
2015-10-26,84,comp3,3.3517077631605368,15.2403456010274,14.100864002568501,16,0.04396018613921383,fp_v1,False
2015-10-26,84,comp4,7.565320249018265,12.315614899800337,9.78903724950084,24,0.040249763904422815,fp_v1,False
2015-10-26,85,comp1,16.411446129307308,22.799860974422785,20.99911426482402,8,0.04224327911264286,fp_v1,False
2015-10-26,85,comp2,16.348786425594994,30.40586644450029,20.764557597877683,42,0.2342115265996698,fp_v1,False
2015-10-26,85,comp3,9.542191024655677,32.61028507964773,24.891117120153893,16,0.29832954567967324,fp_v1,False
2015-10-26,85,comp4,16.290188796085594,33.01416053221048,29.140170008880368,24,0.2783740658211398,fp_v1,False
2015-10-26,86,comp1,15.827124094390967,34.83180113034051,24.277097780594065,8,0.004555997053939627,fp_v1,False
2015-10-26,86,comp2,15.381556179755924,27.27894962954794,24.665438575460225,42,0.20820849572728717,fp_v1,False
2015-10-26,86,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-26,86,comp4,7.599797871939795,12.323226050515759,9.808065126289398,24,0.039252754056221105,fp_v1,False
2015-10-26,87,comp1,10.747258485673532,15.313399630581438,14.283499076453596,8,0.00662326185059001,fp_v1,False
2015-10-26,87,comp2,10.928631586785878,38.75896158383652,31.87429932521073,42,0.5443020884314383,fp_v1,False
2015-10-26,87,comp3,3.1792350490583603,15.246133829111729,14.115334572779323,16,0.04400794510504744,fp_v1,False
2015-10-26,87,comp4,7.810064236261687,12.44137885955398,10.10344714888495,24,0.051857258463933804,fp_v1,False
2015-10-26,88,comp1,18.63669962338976,36.84607033561481,29.72034885404648,8,0.003248110561551785,fp_v1,False
2015-10-26,88,comp2,16.77956520135462,38.24089123912063,19.74077997016659,42,0.3411965900258275,fp_v1,False
2015-10-26,88,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,88,comp4,4.278611222281364,23.12025592693928,21.774890328151283,24,0.5190756649070054,fp_v1,False
2015-10-26,89,comp1,8.421877719411137,27.50425733979788,12.036676843231337,8,0.04595919807484795,fp_v1,False
2015-10-26,89,comp2,7.216962288683228,37.82763634236427,17.780101951265987,42,0.4319570662702608,fp_v1,False
2015-10-26,89,comp3,2.7737999123123753,15.19237149822101,6.934499780780937,16,0.04400422722457172,fp_v1,False
2015-10-26,89,comp4,12.414811870524776,25.86389205211254,20.674280675102516,24,0.38041470668436567,fp_v1,False
2015-10-26,90,comp1,19.261306495936555,37.90040997829362,23.11028392873276,8,0.004774449684501486,fp_v1,False
2015-10-26,90,comp2,21.419948818390615,37.720101505921896,25.03107212549042,42,0.30942452629836203,fp_v1,False
2015-10-26,90,comp3,19.21793502599079,33.97578117854598,30.439618145209586,16,0.11219196579463485,fp_v1,False
2015-10-26,90,comp4,7.497234045525758,12.227879484731524,9.569698711828808,24,0.040249763904422815,fp_v1,False
2015-10-26,91,comp1,1.5066721957593892,6.026688783037557,3.7666804893984724,8,0.22532767462822983,fp_v1,False
2015-10-26,91,comp2,17.79708372971034,39.64520611863513,36.11301529658783,42,0.7498031711768967,fp_v1,False
2015-10-26,91,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,91,comp4,16.24681802496204,24.992010394902444,21.21105384314653,24,0.3302566507539095,fp_v1,False
2015-10-26,92,comp1,1.4,5.6,3.5,8,0.525048554834629,fp_v1,False
2015-10-26,92,comp2,5.558481170475871,29.58889753859721,22.21269482115325,42,0.2810676494791667,fp_v1,False
2015-10-26,92,comp3,13.358321885932348,31.1539242334004,21.85222210104031,16,0.18480066763330968,fp_v1,False
2015-10-26,92,comp4,7.582110617323589,12.323375944752623,9.80843986188156,24,0.040249763904422815,fp_v1,False
2015-10-26,93,comp1,3.2629235923179287,7.781189343128877,7.149392449013095,8,0.36148867814778457,fp_v1,False
2015-10-26,93,comp2,9.672007248784286,39.11927177196016,23.644405549970276,42,0.5997709485134787,fp_v1,False
2015-10-26,93,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-26,93,comp4,17.610093179381654,37.063609972028914,25.325056379544368,24,0.26838078060280063,fp_v1,False
2015-10-26,94,comp1,9.799426358147485,22.394161930924405,16.753657410115395,8,0.02251776638605638,fp_v1,False
2015-10-26,94,comp2,9.282234780659865,13.752525107968518,11.517379944314191,42,0.2532296151192159,fp_v1,False
2015-10-26,94,comp3,3.4049097113919546,15.246133829111729,14.115334572779323,16,0.04400794510504744,fp_v1,False
2015-10-26,94,comp4,24.458405091853823,27.114601272963455,25.78650318240864,24,0.03932108667875842,fp_v1,False
2015-10-26,95,comp1,18.63603208313304,36.84607033561481,29.72034885404648,8,0.003450503138702004,fp_v1,False
2015-10-26,95,comp2,7.686488881869201,38.90125465532891,20.929400350142096,42,0.7014337629808713,fp_v1,False
2015-10-26,95,comp3,15.659823930306933,31.697917851495873,23.928064475548155,16,0.04400794510504744,fp_v1,False
2015-10-26,95,comp4,35.57549912494561,40.393874781236406,37.98468695309101,24,0.03906079015993239,fp_v1,False
2015-10-26,96,comp1,18.62212226028918,35.00499983904262,29.391719631259157,8,0.003350387265735672,fp_v1,False
2015-10-26,96,comp2,15.182289702562109,33.94441590030877,23.837028624385084,42,0.30482649776249593,fp_v1,False
2015-10-26,96,comp3,18.578934778885415,33.80330580542059,29.91752257053549,16,0.04820975352729751,fp_v1,False
2015-10-26,96,comp4,7.549597022965474,12.321555429574882,9.803888573937208,24,0.03899099125950649,fp_v1,False
2015-10-26,97,comp1,18.629449281140182,36.84607033561481,29.72034885404648,8,0.003055097005419557,fp_v1,False
2015-10-26,97,comp2,21.03789598098021,29.096006076214383,25.56461927552155,42,0.20820849572728717,fp_v1,False
2015-10-26,97,comp3,25.629199886396012,38.50822351358796,32.926863000992675,16,0.04940841783482192,fp_v1,False
2015-10-26,97,comp4,20.726215260458215,27.719571404933212,25.475752483525863,24,0.2626609436247837,fp_v1,False
2015-10-26,98,comp1,18.183710318321555,22.94962025958164,21.3740506489541,8,0.003115728916444971,fp_v1,False
2015-10-26,98,comp2,2.528467269754292,37.60580321829514,6.321168174385729,42,0.5182520561280081,fp_v1,False
2015-10-26,98,comp3,8.060390897395543,32.36614702930758,12.728181009276256,16,0.5008795644065118,fp_v1,False
2015-10-26,98,comp4,10.250858590909893,32.807232852930646,29.51808213232661,24,0.03932108667875842,fp_v1,False
2015-10-26,99,comp1,4.158192602424888,11.886803802071547,8.717009505178867,8,0.3705116841064293,fp_v1,False
2015-10-26,99,comp2,17.50201214853408,32.03919205022112,26.76198357013431,42,0.301308310522592,fp_v1,False
2015-10-26,99,comp3,19.887463099952793,32.33333223443751,28.333330586093783,16,0.04400794510504744,fp_v1,False
2015-10-26,99,comp4,16.455889917065907,31.21417103671739,22.719086873511763,24,0.49542372076519675,fp_v1,False
2015-10-26,100,comp1,18.179814285998063,32.34995003911771,28.194690917794723,8,0.003154432931507587,fp_v1,False
2015-10-26,100,comp2,14.447807068626224,37.73426465309083,22.044170709468645,42,0.44045876871802736,fp_v1,False
2015-10-26,100,comp3,3.2085715730672186,15.2403456010274,14.100864002568501,16,0.04396018613921383,fp_v1,False
2015-10-26,100,comp4,7.592287442077661,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-11-02,1,comp1,14.5607508517885,22.0587203483618,15.440262564640229,8,0.0030490332408953926,fp_v1,False
2015-11-02,1,comp2,21.03789598098021,29.224130278667975,25.583916286886897,42,0.20820849572728717,fp_v1,False
2015-11-02,1,comp3,4.017280891361444,15.328803568451601,14.322008921129001,16,0.05223415432093291,fp_v1,False
2015-11-02,1,comp4,7.932571906589525,36.65577759462953,11.293503065654253,24,0.03932108667875842,fp_v1,False
2015-11-02,2,comp1,18.645307738754905,36.84607033561481,29.72034885404648,8,0.003059038697726063,fp_v1,False
2015-11-02,2,comp2,9.060494555913506,12.765123638978377,10.91280909744594,42,0.3564480793637362,fp_v1,False
2015-11-02,2,comp3,3.400570140210715,15.247577010295737,14.11894252573934,16,0.04455863349434952,fp_v1,False
2015-11-02,2,comp4,7.598018570775949,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-11-02,3,comp1,8.705963592802611,21.136964035307944,14.118409854900118,8,0.04010755140350315,fp_v1,False
2015-11-02,3,comp2,15.945211376250048,26.451346957765267,21.116234953463877,42,0.21406706692893143,fp_v1,False
2015-11-02,3,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-11-02,3,comp4,7.595913402201872,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-11-02,4,comp1,9.979733177951642,25.190104022156312,13.541400153649544,8,0.009768162794992805,fp_v1,False
2015-11-02,4,comp2,21.0335735306044,29.096006076214383,25.46420681499514,42,0.20820849572728717,fp_v1,False
2015-11-02,4,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-11-02,4,comp4,7.5883022235398565,12.32467176494987,9.811679412374676,24,0.040249763904422815,fp_v1,False
2015-11-02,5,comp1,17.320168772589824,33.926639227044305,19.88969535839564,8,0.009823740811622699,fp_v1,False
2015-11-02,5,comp2,5.267902700055221,28.47484416049754,19.65397380359763,42,0.2403895799642173,fp_v1,False
2015-11-02,5,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-11-02,5,comp4,7.590045585295941,12.319626963269437,9.799067408173592,24,0.040249763904422815,fp_v1,False
2015-11-02,6,comp1,6.696107667778441,15.411819518531416,12.739463639605457,8,0.05271792269267609,fp_v1,False
2015-11-02,6,comp2,7.528638391837325,28.716143071475116,22.574665098804143,42,0.2202624254047326,fp_v1,False
2015-11-02,6,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-11-02,6,comp4,7.580360573254843,12.31645165568778,9.79112913921945,24,0.03977703273808584,fp_v1,False
2015-11-02,7,comp1,1.9153559318143043,7.295239620779771,4.7883898295357605,8,0.5843645307593264,fp_v1,False
2015-11-02,7,comp2,16.854483067873293,31.700683873967616,20.164985029454577,42,0.33689921459322514,fp_v1,False
2015-11-02,7,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
