component,horizon_days,feature,gain
comp1,42,error5_30d,66.16299819946289
comp1,42,err_any_30d,353.61940002441406
comp1,42,dsr_comp1,8116.72643661499
comp1,42,dsf_comp1,1296.6926002502441
comp1,42,dsr_comp2,1071.7491035461426
comp1,42,dsf_comp2,1914.0541038513184
comp1,42,dsr_comp3,2275.4661865234375
comp1,42,dsf_comp3,1191.9878044128418
comp1,42,dsr_comp4,1701.0764808654785
comp1,42,dsf_comp4,958.8038940429688
comp1,42,dsr_comp1_per_age,2005.2633953094482
comp1,42,dsr_comp2_per_age,805.2197074890137
comp1,42,dsr_comp3_per_age,725.2881050109863
comp1,42,dsr_comp4_per_age,566.9004020690918
comp2,7,volt_mean,22.527090072631836
comp2,7,volt_std,0.0
comp2,7,rotate_mean,4560.584235668182
comp2,7,rotate_std,83.59109020233154
comp2,7,pressure_mean,0.0
comp2,7,pressure_std,0.0
comp2,7,vibration_mean,13.019599914550781
comp2,7,vibration_std,25.903099060058594
comp2,7,n_obs,0.0
comp2,7,was_missing,0.0
comp2,7,volt_m3,28.744699478149414
comp2,7,volt_s3,8.83922004699707
comp2,7,volt_m7,78.28057098388672
comp2,7,volt_s7,186.66429996490479
comp2,7,volt_m14,516.8087382316589
comp2,7,volt_s14,390.7573413848877
comp2,7,volt_m30,502.94600009918213
comp2,7,volt_s30,464.5563325881958
comp2,7,volt_trend,111.09230089187622
comp2,7,volt_z,55.42257881164551
comp2,7,volt_rng7,69.35454988479614
comp2,7,rotate_m3,360.9179048538208
comp2,7,rotate_s3,463.0184292793274
comp2,7,rotate_m7,571.0923128128052
comp2,7,rotate_s7,368.934374332428
comp2,7,rotate_m14,284.8336400985718
comp2,7,rotate_s14,296.28861904144287
comp2,7,rotate_m30,393.4499001502991
comp2,7,rotate_s30,558.2569255828857
comp2,7,rotate_trend,99.9877986907959
comp2,7,rotate_z,96.62498950958252
comp2,7,rotate_rng7,243.75704860687256
comp2,7,pressure_m3,15.456060409545898
comp2,7,pressure_s3,60.19703006744385
comp2,7,pressure_m7,308.08823108673096
comp2,7,pressure_s7,359.4349994659424
comp2,7,pressure_m14,448.99304151535034
comp2,7,pressure_s14,290.4652485847473
comp2,7,pressure_m30,485.563702583313
comp2,7,pressure_s30,349.43064069747925
comp2,7,pressure_trend,274.2496099472046
comp2,7,pressure_z,203.1254301071167
comp2,7,pressure_rng7,296.0214810371399
comp2,7,vibration_m3,12.023599624633789
comp2,7,vibration_s3,84.78969955444336
comp2,7,vibration_m7,175.238507270813
comp2,7,vibration_s7,86.29740047454834
comp2,7,vibration_m14,192.93996715545654
comp2,7,vibration_s14,474.93031311035156
comp2,7,vibration_m30,288.9649076461792
comp2,7,vibration_s30,477.96106004714966
comp2,7,vibration_trend,136.23983192443848
comp2,7,vibration_z,246.05200004577637
comp2,7,vibration_rng7,497.9519805908203
comp2,7,err_any,1631.5013608932495
comp2,7,error1_7d,38.60830116271973
comp2,7,error2_7d,38.7133207321167
comp2,7,error3_7d,34.40974998474121
comp2,7,error4_7d,37.29046058654785
comp2,7,error5_7d,13.671799659729004
comp2,7,err_any_7d,107.77545976638794
comp2,7,error1_30d,154.15794706344604
comp2,7,error2_30d,174.7540626525879
comp2,7,error3_30d,153.58092880249023
comp2,7,error4_30d,232.1478452682495
comp2,7,error5_30d,60.058409690856934
comp2,7,err_any_30d,156.53401041030884
comp2,7,dsr_comp1,2179.4232606887817
comp2,7,dsf_comp1,1019.7799053192139
comp2,7,dsr_comp2,8411.148095607758
comp2,7,dsf_comp2,841.9511089324951
comp2,7,dsr_comp3,2768.469180583954
comp2,7,dsf_comp3,523.4081983566284
comp2,7,dsr_comp4,2946.7051997184753
comp2,7,dsf_comp4,1132.413387298584
comp2,7,dsr_comp1_per_age,793.5549387931824
comp2,7,dsr_comp2_per_age,1368.152379989624
comp2,7,dsr_comp3_per_age,517.7124419212341
comp2,7,dsr_comp4_per_age,590.4429178237915
comp2,8,volt_mean,0.0
comp2,8,volt_std,13.002799987792969
comp2,8,rotate_mean,4017.8113374710083
comp2,8,rotate_std,70.13160133361816
comp2,8,pressure_mean,0.0
comp2,8,pressure_std,0.0
comp2,8,vibration_mean,19.931650161743164
comp2,8,vibration_std,7.020289897918701
comp2,8,n_obs,0.0
comp2,8,was_missing,0.0
comp2,8,volt_m3,62.268001079559326
comp2,8,volt_s3,100.16810035705566
comp2,8,volt_m7,34.46429967880249
comp2,8,volt_s7,232.1853609085083
comp2,8,volt_m14,737.8588528633118
comp2,8,volt_s14,453.20877265930176
comp2,8,volt_m30,719.1259846687317
comp2,8,volt_s30,650.7455422878265
comp2,8,volt_trend,126.87077236175537
comp2,8,volt_z,92.25649929046631
comp2,8,volt_rng7,193.03806161880493
comp2,8,rotate_m3,415.35300493240356
comp2,8,rotate_s3,523.8021926879883
comp2,8,rotate_m7,643.675922870636
comp2,8,rotate_s7,521.3544030189514
comp2,8,rotate_m14,458.9689106941223
comp2,8,rotate_s14,512.4518699645996
comp2,8,rotate_m30,490.85911655426025
comp2,8,rotate_s30,904.4404616355896
comp2,8,rotate_trend,212.8860559463501
comp2,8,rotate_z,111.96432113647461
comp2,8,rotate_rng7,266.8431329727173
comp2,8,pressure_m3,12.720000267028809
comp2,8,pressure_s3,99.81044006347656
comp2,8,pressure_m7,460.3109211921692
comp2,8,pressure_s7,513.9233555793762
comp2,8,pressure_m14,535.5445804595947
comp2,8,pressure_s14,610.2275772094727
comp2,8,pressure_m30,705.9614253044128
comp2,8,pressure_s30,628.0292825698853
comp2,8,pressure_trend,255.27472019195557
comp2,8,pressure_z,99.00923109054565
comp2,8,pressure_rng7,429.228075504303
comp2,8,vibration_m3,57.719380378723145
comp2,8,vibration_s3,24.15867042541504
comp2,8,vibration_m7,129.07379007339478
comp2,8,vibration_s7,270.46517038345337
comp2,8,vibration_m14,534.184515953064
comp2,8,vibration_s14,487.79130363464355
comp2,8,vibration_m30,512.0319590568542
comp2,8,vibration_s30,899.6526908874512
comp2,8,vibration_trend,141.80555868148804
comp2,8,vibration_z,186.36878871917725
comp2,8,vibration_rng7,324.77088022232056
comp2,8,err_any,1655.5087904930115
comp2,8,error1_7d,9.463529586791992
comp2,8,error2_7d,70.10407996177673
comp2,8,error3_7d,79.73742008209229
comp2,8,error4_7d,45.07626152038574
comp2,8,error5_7d,6.849890232086182
comp2,8,err_any_7d,26.485249519348145
comp2,8,error1_30d,239.39608144760132
comp2,8,error2_30d,186.18758010864258
comp2,8,error3_30d,148.33691215515137
comp2,8,error4_30d,380.0234022140503
comp2,8,error5_30d,82.2987494468689
comp2,8,err_any_30d,302.76832914352417
comp2,8,dsr_comp1,2352.4993300437927
comp2,8,dsf_comp1,1622.7337312698364
comp2,8,dsr_comp2,10073.939428806305
comp2,8,dsf_comp2,1276.630527496338
comp2,8,dsr_comp3,3021.344169616699
comp2,8,dsf_comp3,621.5025329589844
comp2,8,dsr_comp4,3130.345990419388
comp2,8,dsf_comp4,1571.8423066139221
comp2,8,dsr_comp1_per_age,773.8864722251892
comp2,8,dsr_comp2_per_age,1739.035523891449
comp2,8,dsr_comp3_per_age,1040.2009301185608
comp2,8,dsr_comp4_per_age,767.6875405311584
comp2,14,volt_mean,0.0
comp2,14,volt_std,0.0
comp2,14,rotate_mean,1476.0139770507812
comp2,14,rotate_std,0.0
comp2,14,pressure_mean,0.0
comp2,14,pressure_std,0.0
comp2,14,vibration_mean,0.0
comp2,14,vibration_std,0.0
comp2,14,n_obs,0.0
comp2,14,was_missing,0.0
comp2,14,volt_m3,0.0
comp2,14,volt_s3,0.0
comp2,14,volt_m7,0.0
comp2,14,volt_s7,0.0
comp2,14,volt_m14,157.31549835205078
comp2,14,volt_s14,203.28079986572266
comp2,14,volt_m30,0.0
comp2,14,volt_s30,105.05860137939453
comp2,14,volt_trend,0.0
comp2,14,volt_z,98.3386001586914
comp2,14,volt_rng7,0.0
comp2,14,rotate_m3,0.0
comp2,14,rotate_s3,389.0840148925781
comp2,14,rotate_m7,181.38300323486328
comp2,14,rotate_s7,0.0
comp2,14,rotate_m14,49.09870147705078
comp2,14,rotate_s14,0.0
comp2,14,rotate_m30,44.12699890136719
comp2,14,rotate_s30,260.79539489746094
comp2,14,rotate_trend,0.0
comp2,14,rotate_z,0.0
comp2,14,rotate_rng7,0.0
comp2,14,pressure_m3,0.0
comp2,14,pressure_s3,0.0
comp2,14,pressure_m7,0.0
comp2,14,pressure_s7,0.0
comp2,14,pressure_m14,354.2489013671875
comp2,14,pressure_s14,62.34980010986328
comp2,14,pressure_m30,90.93819808959961
comp2,14,pressure_s30,0.0
comp2,14,pressure_trend,53.157798767089844
comp2,14,pressure_z,0.0
comp2,14,pressure_rng7,0.0
comp2,14,vibration_m3,0.0
comp2,14,vibration_s3,0.0
comp2,14,vibration_m7,0.0
comp2,14,vibration_s7,0.0
comp2,14,vibration_m14,0.0
comp2,14,vibration_s14,115.09519958496094
comp2,14,vibration_m30,64.99539947509766
comp2,14,vibration_s30,350.61560821533203
comp2,14,vibration_trend,0.0
comp2,14,vibration_z,0.0
comp2,14,vibration_rng7,0.0
comp2,14,err_any,575.0959930419922
comp2,14,error1_7d,0.0
comp2,14,error2_7d,0.0
comp2,14,error3_7d,0.0
comp2,14,error4_7d,0.0
comp2,14,error5_7d,0.0
comp2,14,err_any_7d,0.0
comp2,14,error1_30d,153.05139923095703
comp2,14,error2_30d,197.85570526123047
comp2,14,error3_30d,101.13099670410156
comp2,14,error4_30d,66.31310272216797
comp2,14,error5_30d,0.0
comp2,14,err_any_30d,76.94419860839844
comp2,14,dsr_comp1,199.40069961547852
comp2,14,dsf_comp1,412.5912094116211
comp2,14,dsr_comp2,2295.4629135131836
comp2,14,dsf_comp2,1002.4319038391113
comp2,14,dsr_comp3,385.91889572143555
comp2,14,dsf_comp3,333.3786926269531
comp2,14,dsr_comp4,694.3654022216797
comp2,14,dsf_comp4,733.2949981689453
comp2,14,dsr_comp1_per_age,547.9217987060547
comp2,14,dsr_comp2_per_age,732.3844795227051
comp2,14,dsr_comp3_per_age,215.97529983520508
comp2,14,dsr_comp4_per_age,543.8735961914062
comp2,16,volt_mean,0.0
comp2,16,volt_std,0.0
comp2,16,rotate_mean,1276.8479919433594
comp2,16,rotate_std,0.0
comp2,16,pressure_mean,0.0
comp2,16,pressure_std,0.0
comp2,16,vibration_mean,0.0
comp2,16,vibration_std,0.0
comp2,16,n_obs,0.0
comp2,16,was_missing,0.0
comp2,16,volt_m3,0.0
comp2,16,volt_s3,0.0
comp2,16,volt_m7,0.0
comp2,16,volt_s7,0.0
comp2,16,volt_m14,174.40789794921875
comp2,16,volt_s14,160.4275016784668
comp2,16,volt_m30,0.0
comp2,16,volt_s30,105.60760116577148
comp2,16,volt_trend,0.0
comp2,16,volt_z,0.0
comp2,16,volt_rng7,0.0
comp2,16,rotate_m3,75.1082992553711
comp2,16,rotate_s3,287.2569885253906
comp2,16,rotate_m7,84.13809967041016
comp2,16,rotate_s7,97.83080291748047
comp2,16,rotate_m14,62.00320053100586
comp2,16,rotate_s14,0.0
comp2,16,rotate_m30,145.04299926757812
comp2,16,rotate_s30,653.6826057434082
comp2,16,rotate_trend,0.0
comp2,16,rotate_z,0.0
comp2,16,rotate_rng7,0.0
comp2,16,pressure_m3,0.0
comp2,16,pressure_s3,0.0
comp2,16,pressure_m7,0.0
comp2,16,pressure_s7,0.0
comp2,16,pressure_m14,46.8307991027832
comp2,16,pressure_s14,61.91120147705078
comp2,16,pressure_m30,0.0
comp2,16,pressure_s30,289.7924041748047
comp2,16,pressure_trend,73.00599670410156
comp2,16,pressure_z,0.0
comp2,16,pressure_rng7,38.350799560546875
comp2,16,vibration_m3,0.0
comp2,16,vibration_s3,0.0
comp2,16,vibration_m7,0.0
comp2,16,vibration_s7,45.930999755859375
comp2,16,vibration_m14,0.0
comp2,16,vibration_s14,44.87139892578125
comp2,16,vibration_m30,57.36249923706055
comp2,16,vibration_s30,680.9629020690918
comp2,16,vibration_trend,0.0
comp2,16,vibration_z,0.0
comp2,16,vibration_rng7,0.0
comp2,16,err_any,528.7149963378906
comp2,16,error1_7d,0.0
comp2,16,error2_7d,0.0
comp2,16,error3_7d,63.394901275634766
comp2,16,error4_7d,0.0
comp2,16,error5_7d,0.0
comp2,16,err_any_7d,0.0
comp2,16,error1_30d,235.3751983642578
comp2,16,error2_30d,230.75879669189453
comp2,16,error3_30d,0.0
comp2,16,error4_30d,0.0
comp2,16,error5_30d,0.0
comp2,16,err_any_30d,38.6890983581543
comp2,16,dsr_comp1,177.07799911499023
comp2,16,dsf_comp1,505.83289337158203
comp2,16,dsr_comp2,2248.055160522461
comp2,16,dsf_comp2,1275.5665016174316
comp2,16,dsr_comp3,522.6827926635742
comp2,16,dsf_comp3,273.3647994995117
comp2,16,dsr_comp4,254.85210418701172
comp2,16,dsf_comp4,572.6972961425781
comp2,16,dsr_comp1_per_age,357.6140899658203
comp2,16,dsr_comp2_per_age,833.6793823242188
comp2,16,dsr_comp3_per_age,151.17599868774414
comp2,16,dsr_comp4_per_age,258.2307014465332
comp2,21,volt_mean,0.0
comp2,21,volt_std,0.0
comp2,21,rotate_mean,1637.2649993896484
comp2,21,rotate_std,0.0
comp2,21,pressure_mean,0.0
comp2,21,pressure_std,0.0
comp2,21,vibration_mean,0.0
comp2,21,vibration_std,0.0
comp2,21,n_obs,0.0
comp2,21,was_missing,0.0
comp2,21,volt_m3,0.0
comp2,21,volt_s3,0.0
comp2,21,volt_m7,0.0
comp2,21,volt_s7,0.0
comp2,21,volt_m14,0.0
comp2,21,volt_s14,430.88099670410156
comp2,21,volt_m30,192.83770370483398
comp2,21,volt_s30,217.80100631713867
comp2,21,volt_trend,0.0
comp2,21,volt_z,0.0
comp2,21,volt_rng7,0.0
comp2,21,rotate_m3,203.5102081298828
comp2,21,rotate_s3,184.13410186767578
comp2,21,rotate_m7,33.29169845581055
comp2,21,rotate_s7,195.48810195922852
comp2,21,rotate_m14,229.3292007446289
comp2,21,rotate_s14,268.5095024108887
comp2,21,rotate_m30,587.7551078796387
comp2,21,rotate_s30,573.5165977478027
comp2,21,rotate_trend,0.0
comp2,21,rotate_z,0.0
comp2,21,rotate_rng7,0.0
comp2,21,pressure_m3,0.0
comp2,21,pressure_s3,0.0
comp2,21,pressure_m7,76.277099609375
comp2,21,pressure_s7,0.0
comp2,21,pressure_m14,130.34309768676758
comp2,21,pressure_s14,119.50240325927734
comp2,21,pressure_m30,206.46009826660156
comp2,21,pressure_s30,878.8265075683594
comp2,21,pressure_trend,0.0
comp2,21,pressure_z,0.0
comp2,21,pressure_rng7,0.0
comp2,21,vibration_m3,0.0
comp2,21,vibration_s3,0.0
comp2,21,vibration_m7,49.90439987182617
comp2,21,vibration_s7,0.0
comp2,21,vibration_m14,145.76849746704102
comp2,21,vibration_s14,0.0
comp2,21,vibration_m30,260.2754020690918
comp2,21,vibration_s30,629.2867050170898
comp2,21,vibration_trend,64.55120086669922
comp2,21,vibration_z,42.19559860229492
comp2,21,vibration_rng7,0.0
comp2,21,err_any,647.4319953918457
comp2,21,error1_7d,0.0
comp2,21,error2_7d,0.0
comp2,21,error3_7d,0.0
comp2,21,error4_7d,0.0
comp2,21,error5_7d,0.0
comp2,21,err_any_7d,42.12799835205078
comp2,21,error1_30d,215.24359893798828
comp2,21,error2_30d,373.95420837402344
comp2,21,error3_30d,121.50080108642578
comp2,21,error4_30d,295.56689834594727
comp2,21,error5_30d,0.0
comp2,21,err_any_30d,162.04050064086914
comp2,21,dsr_comp1,635.871395111084
comp2,21,dsf_comp1,976.1266021728516
comp2,21,dsr_comp2,3583.407196044922
comp2,21,dsf_comp2,1605.6359024047852
comp2,21,dsr_comp3,535.1451988220215
comp2,21,dsf_comp3,578.9181995391846
comp2,21,dsr_comp4,903.8018989562988
comp2,21,dsf_comp4,1282.709903717041
comp2,21,dsr_comp1_per_age,644.5261993408203
comp2,21,dsr_comp2_per_age,1859.658405303955
comp2,21,dsr_comp3_per_age,737.1679019927979
comp2,21,dsr_comp4_per_age,337.54809951782227
comp2,24,volt_mean,0.0
comp2,24,volt_std,0.0
comp2,24,rotate_mean,1935.4772872924805
comp2,24,rotate_std,0.0
comp2,24,pressure_mean,0.0
comp2,24,pressure_std,0.0
comp2,24,vibration_mean,0.0
comp2,24,vibration_std,0.0
comp2,24,n_obs,0.0
comp2,24,was_missing,0.0
comp2,24,volt_m3,0.0
comp2,24,volt_s3,0.0
comp2,24,volt_m7,0.0
comp2,24,volt_s7,52.1150016784668
comp2,24,volt_m14,304.08020210266113
comp2,24,volt_s14,892.5392990112305
comp2,24,volt_m30,714.3416004180908
comp2,24,volt_s30,1584.2691040039062
comp2,24,volt_trend,92.40320014953613
comp2,24,volt_z,46.85089874267578
comp2,24,volt_rng7,66.24700164794922
comp2,24,rotate_m3,151.06280136108398
comp2,24,rotate_s3,437.3846969604492
comp2,24,rotate_m7,296.8530979156494
comp2,24,rotate_s7,148.63100051879883
comp2,24,rotate_m14,228.6335964202881
comp2,24,rotate_s14,624.859001159668
comp2,24,rotate_m30,1226.2787952423096
comp2,24,rotate_s30,2056.1357021331787
comp2,24,rotate_trend,23.645000457763672
comp2,24,rotate_z,0.0
comp2,24,rotate_rng7,0.0
comp2,24,pressure_m3,18.53820037841797
comp2,24,pressure_s3,0.0
comp2,24,pressure_m7,0.0
comp2,24,pressure_s7,58.231698989868164
comp2,24,pressure_m14,195.15610122680664
comp2,24,pressure_s14,552.9505996704102
comp2,24,pressure_m30,721.6031074523926
comp2,24,pressure_s30,1078.715389251709
comp2,24,pressure_trend,97.45169830322266
comp2,24,pressure_z,39.03310012817383
comp2,24,pressure_rng7,21.10770034790039
comp2,24,vibration_m3,0.0
comp2,24,vibration_s3,0.0
comp2,24,vibration_m7,23.086299896240234
comp2,24,vibration_s7,150.62739753723145
comp2,24,vibration_m14,230.6139965057373
comp2,24,vibration_s14,202.2085018157959
comp2,24,vibration_m30,640.5536994934082
comp2,24,vibration_s30,1460.1697998046875
comp2,24,vibration_trend,253.92050170898438
comp2,24,vibration_z,71.36520004272461
comp2,24,vibration_rng7,73.23860168457031
comp2,24,err_any,718.4612941741943
comp2,24,error1_7d,21.394899368286133
comp2,24,error2_7d,94.30730056762695
comp2,24,error3_7d,117.8041000366211
comp2,24,error4_7d,40.50519943237305
comp2,24,error5_7d,178.3789005279541
comp2,24,err_any_7d,0.0
comp2,24,error1_30d,846.104808807373
comp2,24,error2_30d,698.6758012771606
comp2,24,error3_30d,271.55979919433594
comp2,24,error4_30d,815.7732982635498
comp2,24,error5_30d,387.75789642333984
comp2,24,err_any_30d,600.7112941741943
comp2,24,dsr_comp1,2008.4239082336426
comp2,24,dsf_comp1,2678.8527069091797
comp2,24,dsr_comp2,8267.921939849854
comp2,24,dsf_comp2,3416.670976638794
comp2,24,dsr_comp3,2224.287702560425
comp2,24,dsf_comp3,1982.3070011138916
comp2,24,dsr_comp4,1973.5704898834229
comp2,24,dsf_comp4,2243.715902328491
comp2,24,dsr_comp1_per_age,1286.3107051849365
comp2,24,dsr_comp2_per_age,2881.303607940674
comp2,24,dsr_comp3_per_age,1573.9985990524292
comp2,24,dsr_comp4_per_age,1689.7217044830322
comp2,28,volt_mean,0.0
comp2,28,volt_std,0.0
comp2,28,rotate_mean,1265.5299835205078
comp2,28,rotate_std,0.0
comp2,28,pressure_mean,0.0
comp2,28,pressure_std,0.0
comp2,28,vibration_mean,0.0
comp2,28,vibration_std,0.0
comp2,28,n_obs,0.0
comp2,28,was_missing,0.0
comp2,28,volt_m3,0.0
comp2,28,volt_s3,0.0
comp2,28,volt_m7,0.0
comp2,28,volt_s7,40.68119812011719
comp2,28,volt_m14,96.9192008972168
comp2,28,volt_s14,562.250602722168
comp2,28,volt_m30,237.08069610595703
comp2,28,volt_s30,373.6267967224121
comp2,28,volt_trend,40.28739929199219
comp2,28,volt_z,0.0
comp2,28,volt_rng7,0.0
comp2,28,rotate_m3,42.65850067138672
comp2,28,rotate_s3,187.56300354003906
comp2,28,rotate_m7,105.29439926147461
comp2,28,rotate_s7,40.967498779296875
comp2,28,rotate_m14,109.49979782104492
comp2,28,rotate_s14,53.52130126953125
comp2,28,rotate_m30,845.8921966552734
comp2,28,rotate_s30,979.1544075012207
comp2,28,rotate_trend,0.0
comp2,28,rotate_z,0.0
comp2,28,rotate_rng7,0.0
comp2,28,pressure_m3,0.0
comp2,28,pressure_s3,0.0
comp2,28,pressure_m7,30.243900299072266
comp2,28,pressure_s7,0.0
comp2,28,pressure_m14,36.02090072631836
comp2,28,pressure_s14,153.43579864501953
comp2,28,pressure_m30,0.0
comp2,28,pressure_s30,192.10039901733398
comp2,28,pressure_trend,0.0
comp2,28,pressure_z,108.08140182495117
comp2,28,pressure_rng7,0.0
comp2,28,vibration_m3,0.0
comp2,28,vibration_s3,0.0
comp2,28,vibration_m7,0.0
comp2,28,vibration_s7,0.0
comp2,28,vibration_m14,75.52909851074219
comp2,28,vibration_s14,30.237899780273438
comp2,28,vibration_m30,420.0834045410156
comp2,28,vibration_s30,534.6755981445312
comp2,28,vibration_trend,44.32460021972656
comp2,28,vibration_z,79.51420211791992
comp2,28,vibration_rng7,0.0
comp2,28,err_any,349.8809928894043
comp2,28,error1_7d,0.0
comp2,28,error2_7d,59.111698150634766
comp2,28,error3_7d,0.0
comp2,28,error4_7d,0.0
comp2,28,error5_7d,0.0
comp2,28,err_any_7d,0.0
comp2,28,error1_30d,285.47220611572266
comp2,28,error2_30d,338.4114990234375
comp2,28,error3_30d,0.0
comp2,28,error4_30d,587.1557998657227
comp2,28,error5_30d,39.40520095825195
comp2,28,err_any_30d,100.27490234375
comp2,28,dsr_comp1,781.9919013977051
comp2,28,dsf_comp1,1267.3959884643555
comp2,28,dsr_comp2,2648.1935119628906
comp2,28,dsf_comp2,1279.002296447754
comp2,28,dsr_comp3,1150.6986999511719
comp2,28,dsf_comp3,645.9522018432617
comp2,28,dsr_comp4,748.6515960693359
comp2,28,dsf_comp4,1326.364402770996
comp2,28,dsr_comp1_per_age,550.0792922973633
comp2,28,dsr_comp2_per_age,1021.2888031005859
comp2,28,dsr_comp3_per_age,696.8213043212891
comp2,28,dsr_comp4_per_age,1203.1169052124023
comp2,35,volt_mean,0.0
comp2,35,volt_std,0.0
comp2,35,rotate_mean,1397.9317951202393
comp2,35,rotate_std,0.0
comp2,35,pressure_mean,0.0
comp2,35,pressure_std,0.0
comp2,35,vibration_mean,0.0
comp2,35,vibration_std,0.0
comp2,35,n_obs,0.0
comp2,35,was_missing,0.0
comp2,35,volt_m3,0.0
comp2,35,volt_s3,0.0
comp2,35,volt_m7,0.0
comp2,35,volt_s7,146.37859916687012
comp2,35,volt_m14,326.44550132751465
comp2,35,volt_s14,636.1709079742432
comp2,35,volt_m30,706.4632005691528
comp2,35,volt_s30,2086.570095062256
comp2,35,volt_trend,22.54990005493164
comp2,35,volt_z,0.0
comp2,35,volt_rng7,66.92900085449219
comp2,35,rotate_m3,80.98209953308105
comp2,35,rotate_s3,222.93230438232422
comp2,35,rotate_m7,100.20560073852539
comp2,35,rotate_s7,100.71429824829102
comp2,35,rotate_m14,419.6696014404297
comp2,35,rotate_s14,560.6525955200195
comp2,35,rotate_m30,1760.9329090118408
comp2,35,rotate_s30,3096.738212585449
comp2,35,rotate_trend,34.01470184326172
comp2,35,rotate_z,0.0
comp2,35,rotate_rng7,117.04800033569336
comp2,35,pressure_m3,0.0
comp2,35,pressure_s3,0.0
comp2,35,pressure_m7,40.0443000793457
comp2,35,pressure_s7,79.42679977416992
comp2,35,pressure_m14,634.9698963165283
comp2,35,pressure_s14,310.26230239868164
comp2,35,pressure_m30,972.0613994598389
comp2,35,pressure_s30,1761.708698272705
comp2,35,pressure_trend,150.31389999389648
comp2,35,pressure_z,65.70219802856445
comp2,35,pressure_rng7,28.94409942626953
comp2,35,vibration_m3,0.0
comp2,35,vibration_s3,14.664600372314453
comp2,35,vibration_m7,40.49850082397461
comp2,35,vibration_s7,0.0
comp2,35,vibration_m14,494.90979957580566
comp2,35,vibration_s14,455.1090030670166
comp2,35,vibration_m30,1493.4612922668457
comp2,35,vibration_s30,2737.700414657593
comp2,35,vibration_trend,129.3983974456787
comp2,35,vibration_z,0.0
comp2,35,vibration_rng7,24.61709976196289
comp2,35,err_any,630.5319957733154
comp2,35,error1_7d,0.0
comp2,35,error2_7d,28.190799713134766
comp2,35,error3_7d,35.93659973144531
comp2,35,error4_7d,43.69419860839844
comp2,35,error5_7d,0.0
comp2,35,err_any_7d,76.95940017700195
comp2,35,error1_30d,933.6054992675781
comp2,35,error2_30d,840.0247039794922
comp2,35,error3_30d,567.6806030273438
comp2,35,error4_30d,431.67000007629395
comp2,35,error5_30d,873.1641006469727
comp2,35,err_any_30d,1491.7547855377197
comp2,35,dsr_comp1,3203.9412126541138
comp2,35,dsf_comp1,4459.797594070435
comp2,35,dsr_comp2,6132.810426712036
comp2,35,dsf_comp2,3846.556583404541
comp2,35,dsr_comp3,3426.0795879364014
comp2,35,dsf_comp3,2679.0249824523926
comp2,35,dsr_comp4,2387.9599103927612
comp2,35,dsf_comp4,2944.8764667510986
comp2,35,dsr_comp1_per_age,1928.8375911712646
comp2,35,dsr_comp2_per_age,2325.364604949951
comp2,35,dsr_comp3_per_age,1641.181999206543
comp2,35,dsr_comp4_per_age,2579.518865585327
comp2,42,volt_mean,0.0
comp2,42,volt_std,0.0
comp2,42,rotate_mean,968.333194732666
comp2,42,rotate_std,0.0
comp2,42,pressure_mean,0.0
comp2,42,pressure_std,0.0
comp2,42,vibration_mean,0.0
comp2,42,vibration_std,0.0
comp2,42,n_obs,0.0
comp2,42,was_missing,0.0
comp2,42,volt_m3,0.0
comp2,42,volt_s3,0.0
comp2,42,volt_m7,0.0
comp2,42,volt_s7,0.0
comp2,42,volt_m14,174.11100006103516
comp2,42,volt_s14,838.7904014587402
comp2,42,volt_m30,1038.095895767212
comp2,42,volt_s30,2661.0042991638184
comp2,42,volt_trend,0.0
comp2,42,volt_z,0.0
comp2,42,volt_rng7,22.13050079345703
comp2,42,rotate_m3,94.58370018005371
comp2,42,rotate_s3,56.918399810791016
comp2,42,rotate_m7,54.438697814941406
comp2,42,rotate_s7,43.963799476623535
comp2,42,rotate_m14,666.1831932067871
comp2,42,rotate_s14,1049.1522026062012
comp2,42,rotate_m30,1406.0768032073975
comp2,42,rotate_s30,2537.4710035324097
comp2,42,rotate_trend,0.0
comp2,42,rotate_z,0.0
comp2,42,rotate_rng7,31.244199752807617
comp2,42,pressure_m3,0.0
comp2,42,pressure_s3,0.0
comp2,42,pressure_m7,60.35019874572754
comp2,42,pressure_s7,153.99570083618164
comp2,42,pressure_m14,352.46020126342773
comp2,42,pressure_s14,250.58160209655762
comp2,42,pressure_m30,1083.1279983520508
comp2,42,pressure_s30,1553.5040092468262
comp2,42,pressure_trend,141.44260120391846
comp2,42,pressure_z,0.0
comp2,42,pressure_rng7,23.218399047851562
comp2,42,vibration_m3,0.0
comp2,42,vibration_s3,0.0
comp2,42,vibration_m7,14.14780044555664
comp2,42,vibration_s7,30.513500213623047
comp2,42,vibration_m14,382.34639739990234
comp2,42,vibration_s14,521.4561052322388
comp2,42,vibration_m30,1749.3407936096191
comp2,42,vibration_s30,2280.7035961151123
comp2,42,vibration_trend,100.0354995727539
comp2,42,vibration_z,0.0
comp2,42,vibration_rng7,0.0
comp2,42,err_any,431.20499992370605
comp2,42,error1_7d,0.0
comp2,42,error2_7d,72.62570190429688
comp2,42,error3_7d,0.0
comp2,42,error4_7d,28.865299224853516
comp2,42,error5_7d,0.0
comp2,42,err_any_7d,25.977699279785156
comp2,42,error1_30d,1007.474494934082
comp2,42,error2_30d,725.3286972045898
comp2,42,error3_30d,673.9955921173096
