model,machineID,start,end,duration_hours
Isolation Forest,75,2015-11-13 19:00:00,2015-11-13 19:00:00,1.0
Isolation Forest,75,2015-11-13 22:00:00,2015-11-13 22:00:00,1.0
Isolation Forest,75,2015-11-14 00:00:00,2015-11-14 00:00:00,1.0
Isolation Forest,75,2015-11-14 06:00:00,2015-11-14 07:00:00,2.0
Isolation Forest,75,2015-11-14 12:00:00,2015-11-14 14:00:00,3.0
Isolation Forest,75,2015-11-14 17:00:00,2015-11-14 18:00:00,2.0
Isolation Forest,75,2015-11-15 10:00:00,2015-11-15 10:00:00,1.0
Isolation Forest,75,2015-11-28 03:00:00,2015-11-28 03:00:00,1.0
Isolation Forest,75,2015-11-28 05:00:00,2015-11-28 07:00:00,3.0
Isolation Forest,75,2015-11-28 09:00:00,2015-11-28 11:00:00,3.0
Isolation Forest,75,2015-11-28 14:00:00,2015-11-29 00:00:00,11.0
Isolation Forest,75,2015-11-29 04:00:00,2015-11-29 05:00:00,2.0
Isolation Forest,75,2015-11-29 09:00:00,2015-11-29 09:00:00,1.0
Isolation Forest,75,2015-11-29 11:00:00,2015-11-29 12:00:00,2.0
Isolation Forest,75,2015-11-29 15:00:00,2015-11-29 15:00:00,1.0
Isolation Forest,75,2015-11-30 21:00:00,2015-11-30 21:00:00,1.0
Isolation Forest,75,2015-12-21 06:00:00,2015-12-21 06:00:00,1.0
Isolation Forest,75,2015-12-22 09:00:00,2015-12-22 09:00:00,1.0
Isolation Forest,75,2015-12-22 11:00:00,2015-12-22 11:00:00,1.0
Isolation Forest,76,2015-11-02 06:00:00,2015-11-02 06:00:00,1.0
Isolation Forest,76,2015-11-02 10:00:00,2015-11-02 10:00:00,1.0
Isolation Forest,76,2015-11-02 18:00:00,2015-11-02 20:00:00,3.0
Isolation Forest,76,2015-11-03 06:00:00,2015-11-03 06:00:00,1.0
Isolation Forest,76,2015-11-13 22:00:00,2015-11-14 23:00:00,26.0
Isolation Forest,76,2015-11-15 02:00:00,2015-11-15 02:00:00,1.0
Isolation Forest,76,2015-11-15 05:00:00,2015-11-15 07:00:00,3.0
Isolation Forest,76,2015-11-15 09:00:00,2015-11-15 09:00:00,1.0
Isolation Forest,76,2015-11-15 15:00:00,2015-11-15 17:00:00,3.0
Isolation Forest,76,2015-11-15 22:00:00,2015-11-15 22:00:00,1.0
Isolation Forest,76,2015-11-27 13:00:00,2015-11-27 17:00:00,5.0
Isolation Forest,76,2015-11-27 19:00:00,2015-11-27 21:00:00,3.0
Isolation Forest,76,2015-11-28 01:00:00,2015-11-28 01:00:00,1.0
Isolation Forest,76,2015-11-29 04:00:00,2015-11-29 05:00:00,2.0
Isolation Forest,76,2015-11-29 07:00:00,2015-11-29 07:00:00,1.0
Isolation Forest,76,2015-11-29 10:00:00,2015-11-29 11:00:00,2.0
Isolation Forest,77,2015-10-27 19:00:00,2015-10-27 19:00:00,1.0
Isolation Forest,77,2015-10-28 11:00:00,2015-10-28 11:00:00,1.0
Isolation Forest,77,2015-10-28 13:00:00,2015-10-28 13:00:00,1.0
Isolation Forest,77,2015-10-28 17:00:00,2015-10-28 18:00:00,2.0
Isolation Forest,77,2015-10-28 22:00:00,2015-10-28 23:00:00,2.0
Isolation Forest,77,2015-12-21 01:00:00,2015-12-21 01:00:00,1.0
Isolation Forest,77,2015-12-23 15:00:00,2015-12-23 15:00:00,1.0
Isolation Forest,77,2015-12-24 05:00:00,2015-12-24 05:00:00,1.0
Isolation Forest,77,2015-12-24 18:00:00,2015-12-24 18:00:00,1.0
Isolation Forest,77,2015-12-25 01:00:00,2015-12-25 01:00:00,1.0
Isolation Forest,78,2015-10-29 01:00:00,2015-10-29 05:00:00,5.0
Isolation Forest,78,2015-10-29 07:00:00,2015-10-29 07:00:00,1.0
Isolation Forest,78,2015-10-29 10:00:00,2015-10-29 10:00:00,1.0
Isolation Forest,78,2015-10-29 14:00:00,2015-10-29 14:00:00,1.0
Isolation Forest,78,2015-10-30 02:00:00,2015-10-30 02:00:00,1.0
Isolation Forest,78,2015-10-30 09:00:00,2015-10-30 09:00:00,1.0
Isolation Forest,78,2015-10-30 13:00:00,2015-10-30 14:00:00,2.0
Isolation Forest,78,2015-10-30 17:00:00,2015-10-30 18:00:00,2.0
Isolation Forest,78,2015-10-30 20:00:00,2015-10-30 20:00:00,1.0
Isolation Forest,78,2015-10-30 23:00:00,2015-10-30 23:00:00,1.0
Isolation Forest,78,2015-10-31 01:00:00,2015-10-31 01:00:00,1.0
Isolation Forest,78,2015-10-31 14:00:00,2015-10-31 14:00:00,1.0
Isolation Forest,78,2015-10-31 16:00:00,2015-10-31 16:00:00,1.0
Isolation Forest,78,2015-10-31 21:00:00,2015-10-31 22:00:00,2.0
Isolation Forest,78,2015-11-01 16:00:00,2015-11-01 16:00:00,1.0
Isolation Forest,78,2015-11-05 14:00:00,2015-11-05 14:00:00,1.0
Isolation Forest,78,2015-11-12 20:00:00,2015-11-12 20:00:00,1.0
Isolation Forest,78,2015-11-13 02:00:00,2015-11-13 02:00:00,1.0
Isolation Forest,78,2015-11-13 04:00:00,2015-11-13 04:00:00,1.0
Isolation Forest,78,2015-11-13 07:00:00,2015-11-13 07:00:00,1.0
Isolation Forest,78,2015-11-13 09:00:00,2015-11-13 09:00:00,1.0
Isolation Forest,78,2015-11-13 18:00:00,2015-11-13 22:00:00,5.0
Isolation Forest,78,2015-11-14 01:00:00,2015-11-14 02:00:00,2.0
Isolation Forest,78,2015-11-14 14:00:00,2015-11-14 15:00:00,2.0
Isolation Forest,78,2015-11-16 07:00:00,2015-11-16 07:00:00,1.0
Isolation Forest,78,2015-12-09 11:00:00,2015-12-09 11:00:00,1.0
Isolation Forest,78,2015-12-09 17:00:00,2015-12-09 17:00:00,1.0
Isolation Forest,78,2015-12-09 19:00:00,2015-12-11 23:00:00,53.0
Isolation Forest,78,2015-12-12 05:00:00,2015-12-12 05:00:00,1.0
Isolation Forest,78,2015-12-12 11:00:00,2015-12-12 11:00:00,1.0
Isolation Forest,78,2015-12-12 15:00:00,2015-12-12 15:00:00,1.0
Isolation Forest,78,2015-12-12 19:00:00,2015-12-12 19:00:00,1.0
Isolation Forest,78,2015-12-16 06:00:00,2015-12-16 06:00:00,1.0
Isolation Forest,79,2015-10-27 13:00:00,2015-10-27 13:00:00,1.0
Isolation Forest,79,2015-10-27 19:00:00,2015-10-27 19:00:00,1.0
Isolation Forest,79,2015-10-28 01:00:00,2015-10-28 01:00:00,1.0
Isolation Forest,79,2015-10-28 09:00:00,2015-10-28 09:00:00,1.0
Isolation Forest,79,2015-10-28 12:00:00,2015-10-28 19:00:00,8.0
Isolation Forest,79,2015-10-28 22:00:00,2015-10-28 22:00:00,1.0
Isolation Forest,79,2015-10-29 00:00:00,2015-10-29 01:00:00,2.0
Isolation Forest,79,2015-10-29 03:00:00,2015-10-29 07:00:00,5.0
Isolation Forest,79,2015-10-29 09:00:00,2015-10-29 10:00:00,2.0
Isolation Forest,79,2015-11-18 11:00:00,2015-11-18 11:00:00,1.0
Isolation Forest,79,2015-12-12 02:00:00,2015-12-12 02:00:00,1.0
Isolation Forest,79,2015-12-12 07:00:00,2015-12-12 07:00:00,1.0
Isolation Forest,79,2015-12-12 09:00:00,2015-12-12 09:00:00,1.0
Isolation Forest,79,2015-12-13 01:00:00,2015-12-13 01:00:00,1.0
Isolation Forest,79,2015-12-29 12:00:00,2015-12-29 12:00:00,1.0
Isolation Forest,79,2015-12-29 16:00:00,2015-12-29 21:00:00,6.0
Isolation Forest,79,2015-12-29 23:00:00,2015-12-29 23:00:00,1.0
Isolation Forest,79,2015-12-30 02:00:00,2015-12-30 02:00:00,1.0
Isolation Forest,79,2015-12-30 05:00:00,2015-12-30 05:00:00,1.0
Isolation Forest,79,2015-12-30 07:00:00,2015-12-30 07:00:00,1.0
Isolation Forest,79,2015-12-30 09:00:00,2015-12-30 10:00:00,2.0
Isolation Forest,79,2015-12-30 12:00:00,2015-12-30 13:00:00,2.0
Isolation Forest,79,2015-12-30 15:00:00,2015-12-30 18:00:00,4.0
Isolation Forest,79,2015-12-30 20:00:00,2015-12-30 20:00:00,1.0
Isolation Forest,79,2015-12-30 22:00:00,2015-12-30 22:00:00,1.0
Isolation Forest,79,2015-12-31 00:00:00,2015-12-31 01:00:00,2.0
Isolation Forest,79,2015-12-31 04:00:00,2015-12-31 05:00:00,2.0
Isolation Forest,79,2015-12-31 07:00:00,2016-01-01 02:00:00,20.0
Isolation Forest,79,2016-01-01 06:00:00,2016-01-01 06:00:00,1.0
Isolation Forest,80,2015-10-21 07:00:00,2015-10-21 07:00:00,1.0
Isolation Forest,80,2015-10-21 11:00:00,2015-10-21 11:00:00,1.0
Isolation Forest,80,2015-10-21 14:00:00,2015-10-21 14:00:00,1.0
Isolation Forest,80,2015-10-30 07:00:00,2015-10-30 07:00:00,1.0
Isolation Forest,80,2015-10-30 18:00:00,2015-10-30 18:00:00,1.0
Isolation Forest,80,2015-10-30 21:00:00,2015-10-30 21:00:00,1.0
Isolation Forest,80,2015-10-31 15:00:00,2015-10-31 15:00:00,1.0
Isolation Forest,80,2015-11-07 22:00:00,2015-11-07 22:00:00,1.0
Isolation Forest,80,2015-11-08 08:00:00,2015-11-08 08:00:00,1.0
Isolation Forest,80,2015-11-08 15:00:00,2015-11-08 18:00:00,4.0
Isolation Forest,80,2015-11-08 21:00:00,2015-11-08 21:00:00,1.0
Isolation Forest,80,2015-11-09 04:00:00,2015-11-09 04:00:00,1.0
Isolation Forest,80,2015-11-09 09:00:00,2015-11-09 09:00:00,1.0
Isolation Forest,80,2015-11-09 22:00:00,2015-11-09 22:00:00,1.0
Isolation Forest,80,2015-12-07 15:00:00,2015-12-07 17:00:00,3.0
Isolation Forest,80,2015-12-07 19:00:00,2015-12-07 21:00:00,3.0
Isolation Forest,80,2015-12-08 02:00:00,2015-12-08 03:00:00,2.0
Isolation Forest,80,2015-12-08 06:00:00,2015-12-08 09:00:00,4.0
Isolation Forest,80,2015-12-08 11:00:00,2015-12-08 11:00:00,1.0
Isolation Forest,80,2015-12-08 13:00:00,2015-12-08 13:00:00,1.0
Isolation Forest,80,2015-12-08 15:00:00,2015-12-08 15:00:00,1.0
Isolation Forest,80,2015-12-08 18:00:00,2015-12-08 18:00:00,1.0
Isolation Forest,80,2015-12-08 20:00:00,2015-12-08 20:00:00,1.0
Isolation Forest,80,2015-12-08 23:00:00,2015-12-09 00:00:00,2.0
Isolation Forest,80,2015-12-10 11:00:00,2015-12-10 11:00:00,1.0
Isolation Forest,80,2015-12-25 10:00:00,2015-12-25 10:00:00,1.0
Isolation Forest,80,2015-12-25 15:00:00,2015-12-25 15:00:00,1.0
Isolation Forest,80,2015-12-26 04:00:00,2015-12-26 05:00:00,2.0
Isolation Forest,80,2015-12-26 21:00:00,2015-12-27 03:00:00,7.0
Isolation Forest,80,2015-12-27 05:00:00,2015-12-27 05:00:00,1.0
Isolation Forest,80,2015-12-27 11:00:00,2015-12-27 11:00:00,1.0
Isolation Forest,80,2015-12-27 18:00:00,2015-12-27 19:00:00,2.0
Isolation Forest,80,2015-12-27 21:00:00,2015-12-27 21:00:00,1.0
Isolation Forest,81,2015-12-01 19:00:00,2015-12-01 19:00:00,1.0
Isolation Forest,81,2015-12-01 22:00:00,2015-12-01 22:00:00,1.0
Isolation Forest,81,2015-12-11 17:00:00,2015-12-11 17:00:00,1.0
Isolation Forest,81,2015-12-11 20:00:00,2015-12-11 20:00:00,1.0
Isolation Forest,81,2015-12-11 23:00:00,2015-12-12 00:00:00,2.0
Isolation Forest,81,2015-12-12 03:00:00,2015-12-12 03:00:00,1.0
Isolation Forest,81,2015-12-12 05:00:00,2015-12-12 06:00:00,2.0
Isolation Forest,81,2015-12-12 15:00:00,2015-12-12 15:00:00,1.0
Isolation Forest,81,2015-12-12 17:00:00,2015-12-12 17:00:00,1.0
Isolation Forest,81,2015-12-13 04:00:00,2015-12-13 04:00:00,1.0
Isolation Forest,81,2015-12-13 08:00:00,2015-12-13 08:00:00,1.0
Isolation Forest,81,2015-12-13 16:00:00,2015-12-13 16:00:00,1.0
Isolation Forest,81,2015-12-14 10:00:00,2015-12-14 10:00:00,1.0
Isolation Forest,81,2015-12-19 14:00:00,2015-12-19 16:00:00,3.0
Isolation Forest,81,2015-12-19 18:00:00,2015-12-19 18:00:00,1.0
Isolation Forest,81,2015-12-20 11:00:00,2015-12-20 11:00:00,1.0
Isolation Forest,81,2015-12-20 13:00:00,2015-12-20 13:00:00,1.0
Isolation Forest,81,2015-12-21 00:00:00,2015-12-21 02:00:00,3.0
Isolation Forest,81,2015-12-21 04:00:00,2015-12-21 05:00:00,2.0
Isolation Forest,81,2015-12-21 07:00:00,2015-12-21 07:00:00,1.0
Isolation Forest,81,2015-12-21 12:00:00,2015-12-21 12:00:00,1.0
Isolation Forest,81,2016-01-01 02:00:00,2016-01-01 02:00:00,1.0
Isolation Forest,82,2015-10-26 19:00:00,2015-10-26 19:00:00,1.0
Isolation Forest,82,2015-11-26 23:00:00,2015-11-27 04:00:00,6.0
Isolation Forest,82,2015-11-27 06:00:00,2015-11-27 06:00:00,1.0
Isolation Forest,82,2015-11-27 09:00:00,2015-11-27 09:00:00,1.0
Isolation Forest,82,2015-11-27 17:00:00,2015-11-27 19:00:00,3.0
Isolation Forest,82,2015-11-28 02:00:00,2015-11-28 02:00:00,1.0
Isolation Forest,82,2015-11-28 04:00:00,2015-11-28 05:00:00,2.0
Isolation Forest,82,2015-11-28 07:00:00,2015-11-28 08:00:00,2.0
Isolation Forest,82,2015-11-28 10:00:00,2015-11-28 11:00:00,2.0
Isolation Forest,82,2015-11-28 13:00:00,2015-11-28 17:00:00,5.0
Isolation Forest,82,2015-11-28 19:00:00,2015-11-28 19:00:00,1.0
Isolation Forest,82,2015-12-08 11:00:00,2015-12-11 06:00:00,68.0
Isolation Forest,82,2015-12-11 08:00:00,2015-12-11 09:00:00,2.0
Isolation Forest,82,2015-12-11 11:00:00,2015-12-11 17:00:00,7.0
Isolation Forest,82,2015-12-11 19:00:00,2015-12-11 19:00:00,1.0
Isolation Forest,82,2015-12-11 21:00:00,2015-12-11 21:00:00,1.0
Isolation Forest,82,2015-12-23 08:00:00,2015-12-23 08:00:00,1.0
Isolation Forest,82,2015-12-24 07:00:00,2015-12-24 07:00:00,1.0
Isolation Forest,82,2015-12-24 21:00:00,2015-12-24 21:00:00,1.0
Isolation Forest,82,2015-12-31 10:00:00,2015-12-31 10:00:00,1.0
Isolation Forest,82,2015-12-31 15:00:00,2015-12-31 15:00:00,1.0
Isolation Forest,82,2015-12-31 18:00:00,2015-12-31 18:00:00,1.0
Isolation Forest,82,2016-01-01 02:00:00,2016-01-01 02:00:00,1.0
Isolation Forest,83,2015-11-01 13:00:00,2015-11-01 19:00:00,7.0
Isolation Forest,83,2015-11-01 21:00:00,2015-11-04 00:00:00,52.0
Isolation Forest,83,2015-11-04 02:00:00,2015-11-04 02:00:00,1.0
Isolation Forest,83,2015-11-04 05:00:00,2015-11-04 06:00:00,2.0
Isolation Forest,83,2015-11-04 08:00:00,2015-11-04 09:00:00,2.0
Isolation Forest,83,2015-11-04 13:00:00,2015-11-04 13:00:00,1.0
Isolation Forest,83,2015-11-04 19:00:00,2015-11-04 20:00:00,2.0
Isolation Forest,83,2015-11-04 23:00:00,2015-11-04 23:00:00,1.0
Isolation Forest,83,2015-11-05 09:00:00,2015-11-05 09:00:00,1.0
Isolation Forest,83,2015-11-05 13:00:00,2015-11-05 13:00:00,1.0
Isolation Forest,83,2015-11-05 16:00:00,2015-11-05 19:00:00,4.0
Isolation Forest,83,2015-11-05 23:00:00,2015-11-06 00:00:00,2.0
Isolation Forest,83,2015-11-06 03:00:00,2015-11-06 03:00:00,1.0
Isolation Forest,83,2015-11-06 20:00:00,2015-11-06 20:00:00,1.0
Isolation Forest,83,2015-11-07 01:00:00,2015-11-07 01:00:00,1.0
Isolation Forest,83,2015-11-07 04:00:00,2015-11-07 05:00:00,2.0
Isolation Forest,83,2015-11-07 10:00:00,2015-11-07 10:00:00,1.0
Isolation Forest,83,2015-11-07 14:00:00,2015-11-07 14:00:00,1.0
Isolation Forest,83,2015-11-26 11:00:00,2015-11-26 13:00:00,3.0
Isolation Forest,83,2015-11-26 15:00:00,2015-11-26 15:00:00,1.0
Isolation Forest,83,2015-11-26 18:00:00,2015-11-26 18:00:00,1.0
Isolation Forest,83,2015-12-05 09:00:00,2015-12-05 09:00:00,1.0
Isolation Forest,83,2015-12-22 19:00:00,2015-12-22 19:00:00,1.0
Isolation Forest,83,2015-12-23 17:00:00,2015-12-23 17:00:00,1.0
Isolation Forest,83,2015-12-23 20:00:00,2015-12-23 20:00:00,1.0
Isolation Forest,83,2015-12-23 22:00:00,2015-12-23 23:00:00,2.0
Isolation Forest,83,2015-12-24 01:00:00,2015-12-24 02:00:00,2.0
Isolation Forest,83,2015-12-24 04:00:00,2015-12-24 16:00:00,13.0
Isolation Forest,83,2015-12-24 18:00:00,2015-12-24 21:00:00,4.0
Isolation Forest,83,2015-12-24 23:00:00,2015-12-24 23:00:00,1.0
Isolation Forest,83,2015-12-25 01:00:00,2015-12-25 02:00:00,2.0
Isolation Forest,83,2015-12-25 07:00:00,2015-12-25 19:00:00,13.0
Isolation Forest,83,2015-12-25 21:00:00,2015-12-27 05:00:00,33.0
Isolation Forest,83,2015-12-27 10:00:00,2015-12-27 10:00:00,1.0
Isolation Forest,83,2015-12-27 15:00:00,2015-12-27 15:00:00,1.0
Isolation Forest,83,2015-12-27 18:00:00,2015-12-27 19:00:00,2.0
Isolation Forest,83,2015-12-28 06:00:00,2015-12-28 07:00:00,2.0
Isolation Forest,83,2015-12-28 11:00:00,2015-12-28 13:00:00,3.0
Isolation Forest,84,2015-11-05 15:00:00,2015-11-05 15:00:00,1.0
Isolation Forest,84,2015-11-21 23:00:00,2015-11-21 23:00:00,1.0
Isolation Forest,84,2015-11-30 14:00:00,2015-11-30 14:00:00,1.0
Isolation Forest,84,2015-12-01 18:00:00,2015-12-01 18:00:00,1.0
Isolation Forest,84,2015-12-01 22:00:00,2015-12-01 22:00:00,1.0
Isolation Forest,84,2015-12-02 00:00:00,2015-12-02 00:00:00,1.0
Isolation Forest,84,2015-12-12 17:00:00,2015-12-12 17:00:00,1.0
Isolation Forest,84,2015-12-14 06:00:00,2015-12-14 06:00:00,1.0
Isolation Forest,84,2015-12-14 09:00:00,2015-12-14 09:00:00,1.0
Isolation Forest,84,2015-12-20 17:00:00,2015-12-20 17:00:00,1.0
Isolation Forest,84,2015-12-22 22:00:00,2015-12-22 22:00:00,1.0
Isolation Forest,84,2015-12-23 00:00:00,2015-12-23 00:00:00,1.0
Isolation Forest,85,2015-11-06 18:00:00,2015-11-06 18:00:00,1.0
Isolation Forest,85,2015-11-08 21:00:00,2015-11-08 21:00:00,1.0
Isolation Forest,85,2015-11-08 23:00:00,2015-11-09 00:00:00,2.0
Isolation Forest,85,2015-11-09 09:00:00,2015-11-09 09:00:00,1.0
Isolation Forest,85,2015-11-09 11:00:00,2015-11-09 13:00:00,3.0
Isolation Forest,85,2015-11-09 15:00:00,2015-11-09 15:00:00,1.0
Isolation Forest,85,2015-11-09 19:00:00,2015-11-09 22:00:00,4.0
Isolation Forest,85,2015-11-10 00:00:00,2015-11-10 12:00:00,13.0
Isolation Forest,85,2015-11-10 14:00:00,2015-11-10 14:00:00,1.0
Isolation Forest,85,2015-11-10 18:00:00,2015-11-11 03:00:00,10.0
Isolation Forest,85,2015-11-11 05:00:00,2015-11-11 10:00:00,6.0
Isolation Forest,85,2015-11-18 04:00:00,2015-11-18 04:00:00,1.0
Isolation Forest,85,2015-12-09 23:00:00,2015-12-10 00:00:00,2.0
Isolation Forest,85,2015-12-10 07:00:00,2015-12-10 07:00:00,1.0
Isolation Forest,85,2015-12-10 12:00:00,2015-12-10 15:00:00,4.0
Isolation Forest,85,2015-12-10 20:00:00,2015-12-10 22:00:00,3.0
Isolation Forest,85,2015-12-11 00:00:00,2015-12-11 02:00:00,3.0
Isolation Forest,85,2015-12-11 04:00:00,2015-12-11 07:00:00,4.0
Isolation Forest,85,2015-12-11 09:00:00,2015-12-12 07:00:00,23.0
Isolation Forest,85,2015-12-12 09:00:00,2015-12-12 22:00:00,14.0
Isolation Forest,85,2015-12-13 01:00:00,2015-12-13 02:00:00,2.0
Isolation Forest,85,2015-12-13 04:00:00,2015-12-13 07:00:00,4.0
Isolation Forest,85,2015-12-24 14:00:00,2015-12-24 14:00:00,1.0
Isolation Forest,85,2015-12-25 02:00:00,2015-12-26 15:00:00,38.0
Isolation Forest,85,2015-12-26 17:00:00,2015-12-26 17:00:00,1.0
Isolation Forest,85,2015-12-26 21:00:00,2015-12-27 01:00:00,5.0
Isolation Forest,85,2015-12-27 03:00:00,2015-12-27 06:00:00,4.0
Isolation Forest,85,2015-12-27 09:00:00,2015-12-27 09:00:00,1.0
Isolation Forest,86,2015-10-23 00:00:00,2015-10-23 00:00:00,1.0
Isolation Forest,86,2015-10-23 08:00:00,2015-10-23 08:00:00,1.0
Isolation Forest,86,2015-10-23 14:00:00,2015-10-23 16:00:00,3.0
Isolation Forest,86,2015-10-23 22:00:00,2015-10-24 00:00:00,3.0
Isolation Forest,86,2015-10-24 22:00:00,2015-10-24 22:00:00,1.0
Isolation Forest,86,2015-10-25 04:00:00,2015-10-25 04:00:00,1.0
Isolation Forest,86,2015-11-16 12:00:00,2015-11-16 13:00:00,2.0
Isolation Forest,86,2015-11-16 22:00:00,2015-11-19 17:00:00,68.0
Isolation Forest,86,2015-11-19 19:00:00,2015-11-20 01:00:00,7.0
Isolation Forest,86,2015-11-20 03:00:00,2015-11-20 13:00:00,11.0
Isolation Forest,86,2015-12-01 11:00:00,2015-12-01 12:00:00,2.0
Isolation Forest,86,2015-12-01 21:00:00,2015-12-01 21:00:00,1.0
Isolation Forest,86,2015-12-02 01:00:00,2015-12-02 01:00:00,1.0
Isolation Forest,86,2015-12-02 09:00:00,2015-12-02 13:00:00,5.0
Isolation Forest,86,2015-12-02 15:00:00,2015-12-02 16:00:00,2.0
Isolation Forest,86,2015-12-02 18:00:00,2015-12-02 19:00:00,2.0
Isolation Forest,86,2015-12-02 21:00:00,2015-12-02 21:00:00,1.0
Isolation Forest,86,2015-12-03 05:00:00,2015-12-03 05:00:00,1.0
Isolation Forest,86,2015-12-03 09:00:00,2015-12-03 09:00:00,1.0
Isolation Forest,86,2015-12-03 11:00:00,2015-12-03 11:00:00,1.0
Isolation Forest,86,2015-12-13 16:00:00,2015-12-13 16:00:00,1.0
Isolation Forest,86,2015-12-13 18:00:00,2015-12-13 18:00:00,1.0
Isolation Forest,86,2015-12-13 21:00:00,2015-12-13 21:00:00,1.0
Isolation Forest,86,2015-12-14 02:00:00,2015-12-14 02:00:00,1.0
Isolation Forest,86,2015-12-14 04:00:00,2015-12-14 04:00:00,1.0
Isolation Forest,86,2015-12-14 15:00:00,2015-12-14 15:00:00,1.0
Isolation Forest,86,2015-12-15 10:00:00,2015-12-15 10:00:00,1.0
Isolation Forest,86,2015-12-15 12:00:00,2015-12-15 12:00:00,1.0
Isolation Forest,86,2015-12-15 14:00:00,2015-12-15 14:00:00,1.0
Isolation Forest,87,2015-10-22 23:00:00,2015-10-22 23:00:00,1.0
Isolation Forest,87,2015-10-23 02:00:00,2015-10-23 02:00:00,1.0
Isolation Forest,87,2015-10-23 05:00:00,2015-10-23 07:00:00,3.0
Isolation Forest,87,2015-10-23 10:00:00,2015-10-23 10:00:00,1.0
Isolation Forest,87,2015-10-23 14:00:00,2015-10-23 14:00:00,1.0
Isolation Forest,87,2015-10-23 16:00:00,2015-10-23 16:00:00,1.0
Isolation Forest,87,2015-10-23 18:00:00,2015-10-23 22:00:00,5.0
Isolation Forest,87,2015-10-24 02:00:00,2015-10-24 04:00:00,3.0
Isolation Forest,87,2015-10-24 06:00:00,2015-10-24 11:00:00,6.0
Isolation Forest,87,2015-10-24 13:00:00,2015-10-24 13:00:00,1.0
Isolation Forest,87,2015-10-24 16:00:00,2015-10-24 16:00:00,1.0
Isolation Forest,87,2015-10-24 20:00:00,2015-10-24 20:00:00,1.0
Isolation Forest,87,2015-11-22 03:00:00,2015-11-22 03:00:00,1.0
Isolation Forest,87,2015-11-22 08:00:00,2015-11-22 08:00:00,1.0
Isolation Forest,87,2015-11-22 11:00:00,2015-11-22 11:00:00,1.0
Isolation Forest,87,2015-11-22 17:00:00,2015-11-22 17:00:00,1.0
Isolation Forest,87,2015-11-22 19:00:00,2015-11-22 19:00:00,1.0
Isolation Forest,87,2015-11-24 15:00:00,2015-11-24 15:00:00,1.0
Isolation Forest,87,2015-12-07 03:00:00,2015-12-07 03:00:00,1.0
Isolation Forest,87,2015-12-07 08:00:00,2015-12-07 09:00:00,2.0
Isolation Forest,87,2015-12-07 11:00:00,2015-12-07 11:00:00,1.0
Isolation Forest,87,2015-12-07 15:00:00,2015-12-07 15:00:00,1.0
Isolation Forest,87,2015-12-08 01:00:00,2015-12-08 01:00:00,1.0
Isolation Forest,87,2015-12-08 03:00:00,2015-12-08 05:00:00,3.0
Isolation Forest,87,2015-12-08 07:00:00,2015-12-08 07:00:00,1.0
Isolation Forest,87,2015-12-08 11:00:00,2015-12-08 12:00:00,2.0
Isolation Forest,87,2015-12-08 14:00:00,2015-12-08 14:00:00,1.0
Isolation Forest,87,2015-12-08 16:00:00,2015-12-08 17:00:00,2.0
Isolation Forest,87,2015-12-09 01:00:00,2015-12-09 01:00:00,1.0
Isolation Forest,87,2015-12-21 18:00:00,2015-12-21 18:00:00,1.0
Isolation Forest,87,2015-12-22 07:00:00,2015-12-22 08:00:00,2.0
Isolation Forest,87,2015-12-22 11:00:00,2015-12-22 12:00:00,2.0
Isolation Forest,87,2015-12-22 17:00:00,2015-12-22 17:00:00,1.0
Isolation Forest,87,2015-12-23 06:00:00,2015-12-23 06:00:00,1.0
Isolation Forest,87,2015-12-23 14:00:00,2015-12-23 14:00:00,1.0
Isolation Forest,88,2015-10-26 04:00:00,2015-10-26 05:00:00,2.0
Isolation Forest,88,2015-10-26 10:00:00,2015-10-26 10:00:00,1.0
Isolation Forest,88,2015-10-26 15:00:00,2015-10-26 15:00:00,1.0
Isolation Forest,88,2015-10-26 17:00:00,2015-10-26 17:00:00,1.0
Isolation Forest,88,2015-10-30 03:00:00,2015-10-30 03:00:00,1.0
Isolation Forest,88,2015-10-30 21:00:00,2015-10-30 21:00:00,1.0
Isolation Forest,88,2015-10-31 03:00:00,2015-10-31 03:00:00,1.0
Isolation Forest,88,2015-10-31 05:00:00,2015-10-31 05:00:00,1.0
Isolation Forest,88,2015-10-31 07:00:00,2015-10-31 08:00:00,2.0
Isolation Forest,88,2015-10-31 21:00:00,2015-10-31 23:00:00,3.0
Isolation Forest,88,2015-11-03 03:00:00,2015-11-03 04:00:00,2.0
Isolation Forest,88,2015-11-03 06:00:00,2015-11-03 06:00:00,1.0
Isolation Forest,88,2015-11-04 07:00:00,2015-11-04 07:00:00,1.0
Isolation Forest,88,2015-11-19 20:00:00,2015-11-19 20:00:00,1.0
Isolation Forest,88,2015-11-20 02:00:00,2015-11-20 02:00:00,1.0
Isolation Forest,88,2015-11-20 05:00:00,2015-11-20 05:00:00,1.0
Isolation Forest,88,2015-11-21 07:00:00,2015-11-21 07:00:00,1.0
Isolation Forest,88,2015-11-21 18:00:00,2015-11-21 19:00:00,2.0
Isolation Forest,88,2015-11-28 13:00:00,2015-11-28 14:00:00,2.0
Isolation Forest,88,2015-11-28 16:00:00,2015-11-28 17:00:00,2.0
Isolation Forest,88,2015-11-28 19:00:00,2015-11-28 20:00:00,2.0
Isolation Forest,88,2015-11-28 23:00:00,2015-11-29 01:00:00,3.0
