movement_id,occurred_at,lot_id,component,movement_type,quantity_delta,quality_status,record_id,value_source
MV-000504,2015-05-28 06:00:00,LOT-00037,comp2,issue,-1,available,MR-00407,assumption:synthetic_operations_v1
MV-000505,2015-05-28 06:00:00,LOT-00037,comp2,issue,-1,available,MR-00411,assumption:synthetic_operations_v1
MV-000506,2015-05-28 06:00:00,LOT-00037,comp2,issue,-1,available,MR-00415,assumption:synthetic_operations_v1
MV-000507,2015-05-28 06:00:00,LOT-00037,comp2,issue,-1,available,MR-00418,assumption:synthetic_operations_v1
MV-000508,2015-05-28 06:00:00,LOT-00037,comp2,issue,-1,available,MR-00420,assumption:synthetic_operations_v1
MV-000509,2015-05-28 06:00:00,LOT-00037,comp2,issue,-1,available,MR-00421,assumption:synthetic_operations_v1
MV-000510,2015-05-28 06:00:00,LOT-00037,comp2,issue,-1,available,MR-00422,assumption:synthetic_operations_v1
MV-000511,2015-05-28 06:00:00,LOT-00035,comp3,issue,-1,available,MR-00468,assumption:synthetic_operations_v1
MV-000512,2015-05-28 06:00:00,LOT-00035,comp3,issue,-1,available,MR-00470,assumption:synthetic_operations_v1
MV-000513,2015-05-28 06:00:00,LOT-00035,comp3,issue,-1,available,MR-00477,assumption:synthetic_operations_v1
MV-000514,2015-05-28 06:00:00,LOT-00033,comp4,issue,-1,available,MR-00471,assumption:synthetic_operations_v1
MV-000515,2015-05-28 06:00:00,LOT-00033,comp4,issue,-1,available,MR-00475,assumption:synthetic_operations_v1
MV-000516,2015-05-28 06:00:00,LOT-00036,comp4,issue,-1,available,MR-00476,assumption:synthetic_operations_v1
MV-000517,2015-05-28 06:00:00,LOT-00036,comp4,issue,-1,available,MR-00478,assumption:synthetic_operations_v1
MV-000518,2015-05-29 06:00:00,LOT-00043,comp4,receipt,23,available,,assumption:synthetic_operations_v1
MV-000519,2015-05-29 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00479,assumption:synthetic_operations_v1
MV-000520,2015-05-29 06:00:00,LOT-00036,comp4,issue,-1,available,MR-00480,assumption:synthetic_operations_v1
MV-000521,2015-05-30 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00483,assumption:synthetic_operations_v1
MV-000522,2015-05-30 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00486,assumption:synthetic_operations_v1
MV-000523,2015-05-30 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00487,assumption:synthetic_operations_v1
MV-000524,2015-05-30 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00481,assumption:synthetic_operations_v1
MV-000525,2015-05-30 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00482,assumption:synthetic_operations_v1
MV-000526,2015-05-30 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00488,assumption:synthetic_operations_v1
MV-000527,2015-05-30 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00489,assumption:synthetic_operations_v1
MV-000528,2015-05-30 06:00:00,LOT-00036,comp4,issue,-1,available,MR-00485,assumption:synthetic_operations_v1
MV-000529,2015-05-31 06:00:00,LOT-00044,comp2,receipt,20,available,,assumption:synthetic_operations_v1
MV-000530,2015-05-31 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00490,assumption:synthetic_operations_v1
MV-000531,2015-05-31 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00492,assumption:synthetic_operations_v1
MV-000532,2015-05-31 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00501,assumption:synthetic_operations_v1
MV-000533,2015-05-31 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00495,assumption:synthetic_operations_v1
MV-000534,2015-05-31 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00505,assumption:synthetic_operations_v1
MV-000535,2015-05-31 06:00:00,LOT-00036,comp4,issue,-1,available,MR-00491,assumption:synthetic_operations_v1
MV-000536,2015-05-31 06:00:00,LOT-00036,comp4,issue,-1,available,MR-00493,assumption:synthetic_operations_v1
MV-000537,2015-05-31 06:00:00,LOT-00036,comp4,issue,-1,available,MR-00496,assumption:synthetic_operations_v1
MV-000538,2015-06-01 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00518,assumption:synthetic_operations_v1
MV-000539,2015-06-01 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00513,assumption:synthetic_operations_v1
MV-000540,2015-06-01 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00516,assumption:synthetic_operations_v1
MV-000541,2015-06-01 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00500,assumption:synthetic_operations_v1
MV-000542,2015-06-01 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00502,assumption:synthetic_operations_v1
MV-000543,2015-06-01 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00506,assumption:synthetic_operations_v1
MV-000544,2015-06-01 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00509,assumption:synthetic_operations_v1
MV-000545,2015-06-01 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00511,assumption:synthetic_operations_v1
MV-000546,2015-06-01 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00514,assumption:synthetic_operations_v1
MV-000547,2015-06-01 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00517,assumption:synthetic_operations_v1
MV-000548,2015-06-01 07:00:00,LOT-00028,comp2,expiry,0,expired,,assumption:synthetic_operations_v1
MV-000549,2015-06-02 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00521,assumption:synthetic_operations_v1
MV-000550,2015-06-02 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00522,assumption:synthetic_operations_v1
MV-000551,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00426,assumption:synthetic_operations_v1
MV-000552,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00430,assumption:synthetic_operations_v1
MV-000553,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00431,assumption:synthetic_operations_v1
MV-000554,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00442,assumption:synthetic_operations_v1
MV-000555,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00447,assumption:synthetic_operations_v1
MV-000556,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00451,assumption:synthetic_operations_v1
MV-000557,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00452,assumption:synthetic_operations_v1
MV-000558,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00457,assumption:synthetic_operations_v1
MV-000559,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00461,assumption:synthetic_operations_v1
MV-000560,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00467,assumption:synthetic_operations_v1
MV-000561,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00469,assumption:synthetic_operations_v1
MV-000562,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00473,assumption:synthetic_operations_v1
MV-000563,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00474,assumption:synthetic_operations_v1
MV-000564,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00484,assumption:synthetic_operations_v1
MV-000565,2015-06-02 06:00:00,LOT-00039,comp2,issue,-1,available,MR-00494,assumption:synthetic_operations_v1
MV-000566,2015-06-02 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00519,assumption:synthetic_operations_v1
MV-000567,2015-06-02 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00523,assumption:synthetic_operations_v1
MV-000568,2015-06-02 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00520,assumption:synthetic_operations_v1
MV-000569,2015-06-02 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00524,assumption:synthetic_operations_v1
MV-000570,2015-06-03 06:00:00,LOT-00045,comp2,receipt,15,available,,assumption:synthetic_operations_v1
MV-000571,2015-06-03 06:00:00,LOT-00046,comp3,receipt,15,available,,assumption:synthetic_operations_v1
MV-000572,2015-06-03 06:00:00,LOT-00047,comp1,receipt,12,available,,assumption:synthetic_operations_v1
MV-000573,2015-06-03 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00525,assumption:synthetic_operations_v1
MV-000574,2015-06-03 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00526,assumption:synthetic_operations_v1
MV-000575,2015-06-03 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00532,assumption:synthetic_operations_v1
MV-000576,2015-06-03 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00529,assumption:synthetic_operations_v1
MV-000577,2015-06-03 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00528,assumption:synthetic_operations_v1
MV-000578,2015-06-03 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00530,assumption:synthetic_operations_v1
MV-000579,2015-06-03 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00533,assumption:synthetic_operations_v1
MV-000580,2015-06-04 06:00:00,LOT-00038,comp1,issue,-1,available,MR-00537,assumption:synthetic_operations_v1
MV-000581,2015-06-04 06:00:00,LOT-00042,comp1,issue,-1,available,MR-00540,assumption:synthetic_operations_v1
MV-000582,2015-06-04 06:00:00,LOT-00042,comp1,issue,-1,available,MR-00541,assumption:synthetic_operations_v1
MV-000583,2015-06-04 06:00:00,LOT-00042,comp1,issue,-1,available,MR-00542,assumption:synthetic_operations_v1
MV-000584,2015-06-04 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00535,assumption:synthetic_operations_v1
MV-000585,2015-06-04 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00539,assumption:synthetic_operations_v1
MV-000586,2015-06-04 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00544,assumption:synthetic_operations_v1
MV-000587,2015-06-04 06:00:00,LOT-00040,comp3,issue,-1,available,MR-00546,assumption:synthetic_operations_v1
MV-000588,2015-06-04 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00536,assumption:synthetic_operations_v1
MV-000589,2015-06-04 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00543,assumption:synthetic_operations_v1
MV-000590,2015-06-04 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00545,assumption:synthetic_operations_v1
MV-000591,2015-06-05 06:00:00,LOT-00042,comp1,issue,-1,available,MR-00547,assumption:synthetic_operations_v1
MV-000592,2015-06-05 06:00:00,LOT-00042,comp1,issue,-1,available,MR-00548,assumption:synthetic_operations_v1
MV-000593,2015-06-05 06:00:00,LOT-00042,comp1,issue,-1,available,MR-00550,assumption:synthetic_operations_v1
MV-000594,2015-06-05 06:00:00,LOT-00042,comp1,issue,-1,available,MR-00553,assumption:synthetic_operations_v1
MV-000595,2015-06-05 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00551,assumption:synthetic_operations_v1
MV-000596,2015-06-05 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00555,assumption:synthetic_operations_v1
MV-000597,2015-06-05 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00556,assumption:synthetic_operations_v1
MV-000598,2015-06-05 07:00:00,LOT-00029,comp2,expiry,0,expired,,assumption:synthetic_operations_v1
MV-000599,2015-06-06 06:00:00,LOT-00048,comp4,receipt,14,available,,assumption:synthetic_operations_v1
MV-000600,2015-06-06 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00558,assumption:synthetic_operations_v1
MV-000601,2015-06-06 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00560,assumption:synthetic_operations_v1
MV-000602,2015-06-06 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00557,assumption:synthetic_operations_v1
MV-000603,2015-06-06 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00559,assumption:synthetic_operations_v1
MV-000604,2015-06-06 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00561,assumption:synthetic_operations_v1
MV-000605,2015-06-06 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00562,assumption:synthetic_operations_v1
MV-000606,2015-06-06 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00564,assumption:synthetic_operations_v1
MV-000607,2015-06-07 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00565,assumption:synthetic_operations_v1
MV-000608,2015-06-07 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00570,assumption:synthetic_operations_v1
MV-000609,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00497,assumption:synthetic_operations_v1
MV-000610,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00498,assumption:synthetic_operations_v1
MV-000611,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00499,assumption:synthetic_operations_v1
MV-000612,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00503,assumption:synthetic_operations_v1
MV-000613,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00504,assumption:synthetic_operations_v1
MV-000614,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00507,assumption:synthetic_operations_v1
MV-000615,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00508,assumption:synthetic_operations_v1
MV-000616,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00510,assumption:synthetic_operations_v1
MV-000617,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00512,assumption:synthetic_operations_v1
MV-000618,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00515,assumption:synthetic_operations_v1
MV-000619,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00527,assumption:synthetic_operations_v1
MV-000620,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00531,assumption:synthetic_operations_v1
MV-000621,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00534,assumption:synthetic_operations_v1
MV-000622,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00538,assumption:synthetic_operations_v1
MV-000623,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00549,assumption:synthetic_operations_v1
MV-000624,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00552,assumption:synthetic_operations_v1
MV-000625,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00554,assumption:synthetic_operations_v1
MV-000626,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00563,assumption:synthetic_operations_v1
MV-000627,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00566,assumption:synthetic_operations_v1
MV-000628,2015-06-07 06:00:00,LOT-00044,comp2,issue,-1,available,MR-00567,assumption:synthetic_operations_v1
MV-000629,2015-06-07 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00575,assumption:synthetic_operations_v1
MV-000630,2015-06-07 06:00:00,LOT-00043,comp4,issue,-1,available,MR-00568,assumption:synthetic_operations_v1
MV-000631,2015-06-08 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00583,assumption:synthetic_operations_v1
MV-000632,2015-06-08 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00577,assumption:synthetic_operations_v1
MV-000633,2015-06-08 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00579,assumption:synthetic_operations_v1
MV-000634,2015-06-09 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00586,assumption:synthetic_operations_v1
MV-000635,2015-06-09 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00587,assumption:synthetic_operations_v1
MV-000636,2015-06-09 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00572,assumption:synthetic_operations_v1
MV-000637,2015-06-09 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00576,assumption:synthetic_operations_v1
MV-000638,2015-06-09 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00581,assumption:synthetic_operations_v1
MV-000639,2015-06-09 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00582,assumption:synthetic_operations_v1
MV-000640,2015-06-10 06:00:00,LOT-00049,comp2,receipt,27,available,,assumption:synthetic_operations_v1
MV-000641,2015-06-10 06:00:00,LOT-00050,comp3,receipt,10,available,,assumption:synthetic_operations_v1
MV-000642,2015-06-10 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00590,assumption:synthetic_operations_v1
MV-000643,2015-06-10 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00591,assumption:synthetic_operations_v1
MV-000644,2015-06-10 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00593,assumption:synthetic_operations_v1
MV-000645,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00569,assumption:synthetic_operations_v1
MV-000646,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00571,assumption:synthetic_operations_v1
MV-000647,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00573,assumption:synthetic_operations_v1
MV-000648,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00574,assumption:synthetic_operations_v1
MV-000649,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00578,assumption:synthetic_operations_v1
MV-000650,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00580,assumption:synthetic_operations_v1
MV-000651,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00584,assumption:synthetic_operations_v1
MV-000652,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00585,assumption:synthetic_operations_v1
MV-000653,2015-06-10 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00588,assumption:synthetic_operations_v1
MV-000654,2015-06-10 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00589,assumption:synthetic_operations_v1
MV-000655,2015-06-10 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00592,assumption:synthetic_operations_v1
MV-000656,2015-06-12 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00594,assumption:synthetic_operations_v1
MV-000657,2015-06-12 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00596,assumption:synthetic_operations_v1
MV-000658,2015-06-12 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00598,assumption:synthetic_operations_v1
MV-000659,2015-06-12 06:00:00,LOT-00047,comp1,issue,-1,available,MR-00602,assumption:synthetic_operations_v1
MV-000660,2015-06-12 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00603,assumption:synthetic_operations_v1
MV-000661,2015-06-12 06:00:00,LOT-00041,comp3,issue,-1,available,MR-00595,assumption:synthetic_operations_v1
MV-000662,2015-06-12 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00597,assumption:synthetic_operations_v1
MV-000663,2015-06-12 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00600,assumption:synthetic_operations_v1
MV-000664,2015-06-12 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00599,assumption:synthetic_operations_v1
MV-000665,2015-06-12 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00601,assumption:synthetic_operations_v1
MV-000666,2015-06-12 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00604,assumption:synthetic_operations_v1
MV-000667,2015-06-13 06:00:00,LOT-00051,comp1,receipt,16,available,,assumption:synthetic_operations_v1
MV-000668,2015-06-13 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00605,assumption:synthetic_operations_v1
MV-000669,2015-06-13 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00606,assumption:synthetic_operations_v1
MV-000670,2015-06-14 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00607,assumption:synthetic_operations_v1
MV-000671,2015-06-14 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00608,assumption:synthetic_operations_v1
MV-000672,2015-06-14 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00609,assumption:synthetic_operations_v1
MV-000673,2015-06-14 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00612,assumption:synthetic_operations_v1
MV-000674,2015-06-14 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00613,assumption:synthetic_operations_v1
MV-000675,2015-06-14 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00611,assumption:synthetic_operations_v1
MV-000676,2015-06-14 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00610,assumption:synthetic_operations_v1
MV-000677,2015-06-15 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00621,assumption:synthetic_operations_v1
MV-000678,2015-06-15 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00624,assumption:synthetic_operations_v1
MV-000679,2015-06-15 06:00:00,LOT-00045,comp2,issue,-1,available,MR-00616,assumption:synthetic_operations_v1
MV-000680,2015-06-15 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00615,assumption:synthetic_operations_v1
MV-000681,2015-06-15 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00617,assumption:synthetic_operations_v1
MV-000682,2015-06-15 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00623,assumption:synthetic_operations_v1
MV-000683,2015-06-15 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00627,assumption:synthetic_operations_v1
MV-000684,2015-06-15 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00614,assumption:synthetic_operations_v1
MV-000685,2015-06-15 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00618,assumption:synthetic_operations_v1
MV-000686,2015-06-15 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00619,assumption:synthetic_operations_v1
MV-000687,2015-06-15 06:00:00,LOT-00048,comp4,issue,-1,available,MR-00622,assumption:synthetic_operations_v1
MV-000688,2015-06-16 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00630,assumption:synthetic_operations_v1
MV-000689,2015-06-16 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00631,assumption:synthetic_operations_v1
MV-000690,2015-06-16 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00632,assumption:synthetic_operations_v1
MV-000691,2015-06-16 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00636,assumption:synthetic_operations_v1
MV-000692,2015-06-16 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00642,assumption:synthetic_operations_v1
MV-000693,2015-06-16 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00634,assumption:synthetic_operations_v1
MV-000694,2015-06-16 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00637,assumption:synthetic_operations_v1
MV-000695,2015-06-16 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00639,assumption:synthetic_operations_v1
MV-000696,2015-06-17 06:00:00,LOT-00052,comp3,receipt,14,available,,assumption:synthetic_operations_v1
MV-000697,2015-06-17 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00647,assumption:synthetic_operations_v1
MV-000698,2015-06-17 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00649,assumption:synthetic_operations_v1
MV-000699,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00620,assumption:synthetic_operations_v1
MV-000700,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00625,assumption:synthetic_operations_v1
MV-000701,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00626,assumption:synthetic_operations_v1
MV-000702,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00628,assumption:synthetic_operations_v1
MV-000703,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00638,assumption:synthetic_operations_v1
MV-000704,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00640,assumption:synthetic_operations_v1
MV-000705,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00643,assumption:synthetic_operations_v1
MV-000706,2015-06-17 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00645,assumption:synthetic_operations_v1
MV-000707,2015-06-17 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00646,assumption:synthetic_operations_v1
MV-000708,2015-06-18 06:00:00,LOT-00053,comp4,receipt,17,available,,assumption:synthetic_operations_v1
MV-000709,2015-06-18 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00653,assumption:synthetic_operations_v1
MV-000710,2015-06-18 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00654,assumption:synthetic_operations_v1
MV-000711,2015-06-18 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00650,assumption:synthetic_operations_v1
MV-000712,2015-06-18 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00652,assumption:synthetic_operations_v1
MV-000713,2015-06-18 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00655,assumption:synthetic_operations_v1
MV-000714,2015-06-18 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00656,assumption:synthetic_operations_v1
MV-000715,2015-06-18 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00651,assumption:synthetic_operations_v1
MV-000716,2015-06-18 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00657,assumption:synthetic_operations_v1
MV-000717,2015-06-19 06:00:00,LOT-00054,comp2,receipt,20,quarantined,,assumption:synthetic_operations_v1
MV-000718,2015-06-19 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00658,assumption:synthetic_operations_v1
MV-000719,2015-06-19 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00661,assumption:synthetic_operations_v1
MV-000720,2015-06-19 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00667,assumption:synthetic_operations_v1
MV-000721,2015-06-19 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00662,assumption:synthetic_operations_v1
MV-000722,2015-06-19 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00664,assumption:synthetic_operations_v1
MV-000723,2015-06-19 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00670,assumption:synthetic_operations_v1
MV-000724,2015-06-19 06:00:00,LOT-00046,comp3,issue,-1,available,MR-00660,assumption:synthetic_operations_v1
MV-000725,2015-06-19 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00663,assumption:synthetic_operations_v1
MV-000726,2015-06-19 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00668,assumption:synthetic_operations_v1
MV-000727,2015-06-19 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00672,assumption:synthetic_operations_v1
MV-000728,2015-06-20 06:00:00,LOT-00051,comp1,issue,-1,available,MR-00681,assumption:synthetic_operations_v1
MV-000729,2015-06-20 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00673,assumption:synthetic_operations_v1
MV-000730,2015-06-20 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00678,assumption:synthetic_operations_v1
MV-000731,2015-06-20 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00680,assumption:synthetic_operations_v1
MV-000732,2015-06-20 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00682,assumption:synthetic_operations_v1
MV-000733,2015-06-20 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00674,assumption:synthetic_operations_v1
MV-000734,2015-06-20 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00675,assumption:synthetic_operations_v1
MV-000735,2015-06-20 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00679,assumption:synthetic_operations_v1
MV-000736,2015-06-20 07:00:00,LOT-00037,comp2,expiry,0,expired,,assumption:synthetic_operations_v1
MV-000737,2015-06-21 06:00:00,LOT-00049,comp2,issue,-1,available,MR-00690,assumption:synthetic_operations_v1
MV-000738,2015-06-21 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00683,assumption:synthetic_operations_v1
MV-000739,2015-06-21 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00691,assumption:synthetic_operations_v1
MV-000740,2015-06-21 06:00:00,LOT-00050,comp3,issue,-1,available,MR-00692,assumption:synthetic_operations_v1
