record_id,machineID,component,planned_at,completed_at,maintenance_type,used_lot_id,quantity_used,result,value_source,source_event_at,quantity_requested
MR-00419,92,comp3,2015-05-20 06:00:00,2015-05-20 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-20 06:00:00,1
MR-00420,95,comp2,2015-05-20 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00037,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-20 06:00:00,1
MR-00421,8,comp2,2015-05-21 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00037,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00422,26,comp2,2015-05-21 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00037,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00423,35,comp1,2015-05-21 06:00:00,2015-05-21 06:00:00,observed_replacement_demand,LOT-00034,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00424,35,comp4,2015-05-21 06:00:00,2015-05-21 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00425,42,comp4,2015-05-21 06:00:00,2015-05-21 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00426,43,comp2,2015-05-21 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00427,43,comp4,2015-05-21 06:00:00,2015-05-21 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00428,55,comp3,2015-05-21 06:00:00,2015-05-21 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00429,78,comp3,2015-05-21 06:00:00,2015-05-21 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-21 06:00:00,1
MR-00430,3,comp2,2015-05-22 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00431,6,comp2,2015-05-22 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00432,12,comp1,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00034,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00433,22,comp1,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00034,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00434,22,comp3,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00435,31,comp1,2015-05-22 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00436,31,comp4,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00437,36,comp3,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00438,45,comp4,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00439,75,comp3,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00440,75,comp4,2015-05-22 06:00:00,2015-05-22 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-22 06:00:00,1
MR-00441,46,comp1,2015-05-23 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00442,46,comp2,2015-05-23 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00443,57,comp1,2015-05-23 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00444,57,comp3,2015-05-23 06:00:00,2015-05-23 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00445,72,comp1,2015-05-23 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00446,72,comp3,2015-05-23 06:00:00,2015-05-23 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00447,74,comp2,2015-05-23 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00448,86,comp1,2015-05-23 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00449,89,comp4,2015-05-23 06:00:00,2015-05-23 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00450,94,comp4,2015-05-23 06:00:00,2015-05-23 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-23 06:00:00,1
MR-00451,5,comp2,2015-05-24 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00452,7,comp2,2015-05-24 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00453,7,comp3,2015-05-24 06:00:00,2015-05-24 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00454,30,comp3,2015-05-24 06:00:00,2015-05-24 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00455,30,comp4,2015-05-24 06:00:00,2015-05-24 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00456,47,comp1,2015-05-24 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00457,97,comp2,2015-05-24 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00458,97,comp4,2015-05-24 06:00:00,2015-05-24 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-24 06:00:00,1
MR-00459,27,comp3,2015-05-25 06:00:00,2015-05-25 06:00:00,observed_replacement_demand,LOT-00031,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-25 06:00:00,1
MR-00460,32,comp1,2015-05-25 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-25 06:00:00,1
MR-00461,13,comp2,2015-05-26 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-26 06:00:00,1
MR-00462,48,comp4,2015-05-26 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-26 06:00:00,1
MR-00463,77,comp1,2015-05-26 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-26 06:00:00,1
MR-00464,77,comp4,2015-05-26 06:00:00,2015-05-26 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-26 06:00:00,1
MR-00465,87,comp1,2015-05-27 06:00:00,2015-05-27 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-27 06:00:00,1
MR-00466,19,comp1,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00467,19,comp2,2015-05-28 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00468,53,comp3,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00035,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00469,61,comp2,2015-05-28 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00470,61,comp3,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00035,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00471,62,comp4,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00472,63,comp1,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00473,63,comp2,2015-05-28 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00474,70,comp2,2015-05-28 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00475,70,comp4,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00033,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00476,82,comp4,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00036,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00477,100,comp3,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00035,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00478,100,comp4,2015-05-28 06:00:00,2015-05-28 06:00:00,observed_replacement_demand,LOT-00036,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-28 06:00:00,1
MR-00479,56,comp1,2015-05-29 06:00:00,2015-05-29 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-29 06:00:00,1
MR-00480,56,comp4,2015-05-29 06:00:00,2015-05-29 06:00:00,observed_replacement_demand,LOT-00036,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-29 06:00:00,1
MR-00481,18,comp3,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00482,44,comp3,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00483,49,comp1,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00484,50,comp2,2015-05-30 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00485,50,comp4,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00036,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00486,54,comp1,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00487,60,comp1,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00488,85,comp3,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00489,98,comp3,2015-05-30 06:00:00,2015-05-30 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-30 06:00:00,1
MR-00490,14,comp1,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00491,17,comp4,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00036,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00492,28,comp1,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00493,28,comp4,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00036,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00494,33,comp2,2015-05-31 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00039,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00495,34,comp3,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00496,34,comp4,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00036,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00497,39,comp2,2015-05-31 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00498,51,comp2,2015-05-31 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00499,58,comp2,2015-05-31 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00500,58,comp4,2015-05-31 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00501,65,comp1,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00502,67,comp4,2015-05-31 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00503,83,comp2,2015-05-31 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00504,93,comp2,2015-05-31 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00505,93,comp3,2015-05-31 06:00:00,2015-05-31 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-31 06:00:00,1
MR-00506,4,comp4,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00507,16,comp2,2015-06-01 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00508,24,comp2,2015-06-01 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00509,24,comp4,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00510,29,comp2,2015-06-01 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00511,29,comp4,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00512,41,comp2,2015-06-01 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00513,41,comp3,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00514,68,comp4,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00515,73,comp2,2015-06-01 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00516,73,comp3,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00517,79,comp4,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00518,81,comp1,2015-06-01 06:00:00,2015-06-01 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-01 06:00:00,1
MR-00519,2,comp3,2015-06-02 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-02 06:00:00,1
MR-00520,9,comp4,2015-06-02 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-02 06:00:00,1
MR-00521,76,comp1,2015-06-02 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-02 06:00:00,1
MR-00522,96,comp1,2015-06-02 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-02 06:00:00,1
MR-00523,96,comp3,2015-06-02 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-02 06:00:00,1
MR-00524,99,comp4,2015-06-02 06:00:00,2015-06-02 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-02 06:00:00,1
MR-00525,10,comp1,2015-06-03 06:00:00,2015-06-03 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00526,25,comp1,2015-06-03 06:00:00,2015-06-03 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00527,25,comp2,2015-06-03 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00528,37,comp4,2015-06-03 06:00:00,2015-06-03 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00529,40,comp3,2015-06-03 06:00:00,2015-06-03 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00530,40,comp4,2015-06-03 06:00:00,2015-06-03 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00531,52,comp2,2015-06-03 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00532,66,comp1,2015-06-03 06:00:00,2015-06-03 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00533,66,comp4,2015-06-03 06:00:00,2015-06-03 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00534,88,comp2,2015-06-03 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-03 06:00:00,1
MR-00535,1,comp3,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00536,11,comp4,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00537,15,comp1,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00038,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00538,15,comp2,2015-06-04 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00539,23,comp3,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00540,59,comp1,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00042,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00541,64,comp1,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00042,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00542,69,comp1,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00042,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00543,84,comp4,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00544,90,comp3,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00545,92,comp4,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00043,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00546,95,comp3,2015-06-04 06:00:00,2015-06-04 06:00:00,observed_replacement_demand,LOT-00040,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-04 06:00:00,1
MR-00547,8,comp1,2015-06-05 06:00:00,2015-06-05 06:00:00,observed_replacement_demand,LOT-00042,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-05 06:00:00,1
MR-00548,26,comp1,2015-06-05 06:00:00,2015-06-05 06:00:00,observed_replacement_demand,LOT-00042,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-05 06:00:00,1
MR-00549,26,comp2,2015-06-05 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-05 06:00:00,1
MR-00550,35,comp1,2015-06-05 06:00:00,2015-06-05 06:00:00,observed_replacement_demand,LOT-00042,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-05 06:00:00,1
MR-00551,35,comp3,2015-06-05 06:00:00,2015-06-05 06:00:00,observed_replacement_demand,LOT-00041,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-05 06:00:00,1
MR-00552,42,comp2,2015-06-05 06:00:00,2015-06-07 06:00:00,observed_replacement_demand,LOT-00044,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-05 06:00:00,1
MR-00553,43,comp1,2015-06-05 06:00:00,2015-06-05 06:00:00,observed_replacement_demand,LOT-00042,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-06-05 06:00:00,1
